"alphat","ccz","nut","V","p_rgh","ccy","p","ccx","T","k","epsilon","U:0","U:1","U:2","Points:0","Points:1","Points:2"
0.0021081,1.8,0.0014761,0.001,0.63392,12.2,-17.58,35.3,289.51,0.012482,0.0096993,-0.048761,-0.021799,-0.12136,35.3,12.2,1.8
0.00015221,1.8,0.0011282,0.01,0.63301,12.2,-17.579,35.4,289.54,0.010397,0.0088682,0,0,0,35.4,12.2,1.8
0.00019335,1.8,0.0014548,0.01,0.61579,12.3,-17.603,31.9,289.42,0.017266,0.018914,0,0,0,31.9,12.3,1.8
0.0028105,1.8,0.0019665,0.001,0.61608,12.3,-17.603,32,289.4,0.020667,0.020042,0.052132,-0.043822,-0.14929,32,12.3,1.8
0.0039066,1.8,0.0027332,0.001,0.61416,12.3,-17.606,32.1,289.4,0.023804,0.018945,0.11352,-0.11234,-0.26949,32.1,12.3,1.8
0.0046313,1.8,0.0032408,0.001,0.60748,12.3,-17.612,32.2,289.4,0.023092,0.01497,0.15895,-0.12725,-0.27779,32.2,12.3,1.8
0.0053178,1.8,0.0037214,0.001,0.59935,12.3,-17.62,32.3,289.41,0.022135,0.011939,0.18292,-0.10952,-0.22785,32.3,12.3,1.8
0.0059554,1.8,0.0041677,0.001,0.59383,12.3,-17.625,32.4,289.42,0.021239,0.0097911,0.18637,-0.074339,-0.15476,32.4,12.3,1.8
0.0065893,1.8,0.0046117,0.001,0.59214,12.3,-17.626,32.5,289.42,0.021339,0.0088974,0.17389,-0.030169,-0.075799,32.5,12.3,1.8
0.0070272,1.8,0.0049187,0.001,0.59407,12.3,-17.624,32.6,289.43,0.026251,0.012985,0.14589,0.019832,0.011602,32.6,12.3,1.8
0.0082559,1.8,0.0057798,0.001,0.59847,12.3,-17.619,32.7,289.43,0.052364,0.046362,0.099335,0.072276,0.14142,32.7,12.3,1.8
0.013091,1.8,0.0091646,0.001,0.60415,12.3,-17.613,32.8,289.44,0.14339,0.21107,0.03761,0.10631,0.39103,32.8,12.3,1.8
0.02176,1.8,0.015232,0.001,0.61105,12.3,-17.608,32.9,289.41,0.34134,0.70577,-0.0042306,0.085333,0.77315,32.9,12.3,1.8
0.032818,1.8,0.022972,0.001,0.58861,12.3,-17.634,33,289.33,0.67921,1.8482,-0.019037,-0.003076,1.1271,33,12.3,1.8
0.041098,1.8,0.028769,0.001,0.56752,12.3,-17.66,33.1,289.25,0.98531,3.0768,-0.026164,-0.064012,1.3522,33.1,12.3,1.8
0.043871,1.8,0.03071,0.001,0.56712,12.3,-17.663,33.2,289.21,1.119,3.7177,-0.019892,-0.063048,1.4712,33.2,12.3,1.8
0.044461,1.8,0.031123,0.001,0.56187,12.3,-17.668,33.3,289.2,1.1544,3.9047,-0.0039983,-0.060686,1.5023,33.3,12.3,1.8
0.043821,1.8,0.030675,0.001,0.56872,12.3,-17.66,33.4,289.22,1.1137,3.6865,0.011193,-0.063,1.4637,33.4,12.3,1.8
0.040917,1.8,0.028642,0.001,0.56909,12.3,-17.656,33.5,289.3,0.97402,3.0197,0.015853,-0.06337,1.3377,33.5,12.3,1.8
0.032233,1.8,0.022563,0.001,0.58784,12.3,-17.629,33.6,289.45,0.66152,1.7847,0.0079228,0.0046012,1.1073,33.6,12.3,1.8
0.019964,1.8,0.013974,0.001,0.60742,12.3,-17.601,33.7,289.61,0.31176,0.64184,-0.0024571,0.11334,0.76001,33.7,12.3,1.8
0.0095265,1.8,0.0066678,0.001,0.60082,12.3,-17.604,33.8,289.68,0.10607,0.15726,-0.033596,0.16327,0.41668,33.8,12.3,1.8
0.003861,1.8,0.0027022,0.001,0.59932,12.3,-17.608,33.9,289.63,0.023181,0.020508,-0.082786,0.1553,0.23467,33.9,12.3,1.8
0.0031614,1.8,0.0022124,0.001,0.59715,12.3,-17.614,34,289.56,0.0069169,0.0022305,-0.11888,0.12472,0.17287,34,12.3,1.8
0.0035081,1.8,0.0024552,0.001,0.59269,12.3,-17.62,34.1,289.53,0.0052171,0.00099971,-0.14287,0.095834,0.14115,34.1,12.3,1.8
0.0033851,1.8,0.0023692,0.001,0.58788,12.3,-17.625,34.2,289.52,0.0049611,0.00093595,-0.16023,0.070186,0.10989,34.2,12.3,1.8
0.0032639,1.8,0.0022846,0.001,0.58371,12.3,-17.63,34.3,289.51,0.0050013,0.00098707,-0.17275,0.047245,0.074845,34.3,12.3,1.8
0.0032019,1.8,0.0022413,0.001,0.58077,12.3,-17.633,34.4,289.5,0.0052074,0.0010914,-0.18174,0.026666,0.035288,34.4,12.3,1.8
0.0031751,1.8,0.0022226,0.001,0.57951,12.3,-17.635,34.5,289.5,0.0055566,0.0012539,-0.1882,0.0076096,-0.0093169,34.5,12.3,1.8
0.0031775,1.8,0.0022243,0.001,0.58032,12.3,-17.634,34.6,289.5,0.0060775,0.0014998,-0.19247,-0.011056,-0.059141,34.6,12.3,1.8
0.003208,1.8,0.0022457,0.001,0.58368,12.3,-17.631,34.7,289.49,0.0068281,0.0018767,-0.19464,-0.03057,-0.11371,34.7,12.3,1.8
0.0032523,1.8,0.0022767,0.001,0.58994,12.3,-17.625,34.8,289.49,0.007862,0.0024567,-0.19377,-0.051303,-0.17123,34.8,12.3,1.8
0.0032694,1.8,0.0022888,0.001,0.599,12.3,-17.616,34.9,289.48,0.0091878,0.0033431,-0.18738,-0.071488,-0.22763,34.9,12.3,1.8
0.0031961,1.8,0.0022376,0.001,0.61003,12.3,-17.606,35,289.47,0.010763,0.004706,-0.17237,-0.087126,-0.27466,35,12.3,1.8
0.0030148,1.8,0.0021107,0.001,0.62132,12.3,-17.595,35.1,289.47,0.012594,0.0068574,-0.14488,-0.092098,-0.2969,35.1,12.3,1.8
0.0027844,1.8,0.0019497,0.001,0.6296,12.3,-17.586,35.2,289.47,0.014705,0.010156,-0.10305,-0.076786,-0.26764,35.2,12.3,1.8
0.0022618,1.8,0.0015837,0.001,0.6324,12.3,-17.583,35.3,289.48,0.014771,0.012733,-0.049085,-0.026609,-0.14623,35.3,12.3,1.8
0.00017378,1.8,0.001299,0.01,0.63236,12.3,-17.582,35.4,289.49,0.013713,0.013335,0,0,0,35.4,12.3,1.8
0.00021875,1.8,0.0016612,0.01,0.61196,12.4,-17.608,31.9,289.4,0.02239,0.027718,0,0,0,31.9,12.4,1.8
0.0029888,1.8,0.0020913,0.001,0.61173,12.4,-17.608,32,289.39,0.024253,0.026096,0.053205,-0.051361,-0.17759,32,12.4,1.8
0.0039269,1.8,0.0027476,0.001,0.60858,12.4,-17.611,32.1,289.39,0.025208,0.021186,0.11488,-0.11728,-0.29742,32.1,12.4,1.8
0.0045657,1.8,0.003195,0.001,0.60051,12.4,-17.619,32.2,289.4,0.023492,0.01573,0.15862,-0.12982,-0.29448,32.2,12.4,1.8
0.0051406,1.8,0.0035975,0.001,0.59137,12.4,-17.628,32.3,289.41,0.021885,0.012076,0.1799,-0.11103,-0.2316,32.3,12.4,1.8
0.0056629,1.8,0.0039632,0.001,0.58554,12.4,-17.633,32.4,289.42,0.020575,0.0096637,0.18088,-0.075833,-0.14801,32.4,12.4,1.8
0.0062795,1.8,0.004395,0.001,0.58399,12.4,-17.634,32.5,289.42,0.02105,0.0090776,0.16692,-0.030548,-0.060929,32.5,12.4,1.8
0.0070024,1.8,0.0049017,0.001,0.58606,12.4,-17.632,32.6,289.43,0.029124,0.016164,0.13812,0.024697,0.037938,32.6,12.4,1.8
0.0093117,1.8,0.0065191,0.001,0.59046,12.4,-17.627,32.7,289.43,0.066244,0.064429,0.090036,0.085361,0.19861,32.7,12.4,1.8
0.015106,1.8,0.010575,0.001,0.59692,12.4,-17.621,32.8,289.43,0.17154,0.25957,0.024708,0.12627,0.5274,32.8,12.4,1.8
0.021822,1.8,0.015276,0.001,0.60506,12.4,-17.615,32.9,289.39,0.33093,0.65566,-0.033406,0.11726,1.0588,32.9,12.4,1.8
0.025297,1.8,0.017708,0.001,0.60703,12.4,-17.617,33,289.31,0.45676,1.0694,-0.062266,0.061933,1.6879,33,12.4,1.8
0.025079,1.8,0.017556,0.001,0.61028,12.4,-17.618,33.1,289.23,0.4905,1.2487,-0.053142,0.030464,2.1776,33.1,12.4,1.8
0.023785,1.8,0.016649,0.001,0.61261,12.4,-17.618,33.2,289.18,0.4792,1.2654,-0.030226,0.037786,2.3966,33.2,12.4,1.8
0.023279,1.8,0.016295,0.001,0.60995,12.4,-17.622,33.3,289.17,0.47526,1.2727,-0.0047007,0.041398,2.4442,33.3,12.4,1.8
0.023783,1.8,0.016648,0.001,0.61483,12.4,-17.616,33.4,289.19,0.47925,1.2646,0.019032,0.039704,2.3851,33.4,12.4,1.8
0.025172,1.8,0.01762,0.001,0.61404,12.4,-17.613,33.5,289.26,0.49158,1.2483,0.039038,0.03288,2.152,33.5,12.4,1.8
0.025103,1.8,0.017572,0.001,0.61047,12.4,-17.61,33.6,289.39,0.45212,1.0555,0.046693,0.06899,1.649,33.6,12.4,1.8
0.020332,1.8,0.014232,0.001,0.60624,12.4,-17.606,33.7,289.54,0.30653,0.6052,0.019473,0.13982,1.0189,33.7,12.4,1.8
0.011559,1.8,0.0080913,0.001,0.59821,12.4,-17.61,33.8,289.61,0.13137,0.198,-0.030692,0.17516,0.52378,33.8,12.4,1.8
0.0046073,1.8,0.0032251,0.001,0.59591,12.4,-17.613,33.9,289.6,0.032384,0.031451,-0.082933,0.16228,0.26707,33.9,12.4,1.8
0.0028674,1.8,0.0020069,0.001,0.59415,12.4,-17.617,34,289.55,0.0076803,0.0031511,-0.11736,0.12584,0.18246,34,12.4,1.8
0.0031893,1.8,0.002232,0.001,0.5901,12.4,-17.623,34.1,289.52,0.0049071,0.00097603,-0.13732,0.092325,0.15005,34.1,12.4,1.8
0.0031296,1.8,0.0021904,0.001,0.58556,12.4,-17.628,34.2,289.51,0.0045703,0.00085901,-0.15054,0.064062,0.12216,34.2,12.4,1.8
0.0029946,1.8,0.002096,0.001,0.58147,12.4,-17.633,34.3,289.5,0.0045669,0.00089699,-0.15944,0.039434,0.090982,34.3,12.4,1.8
0.0029115,1.8,0.0020379,0.001,0.57839,12.4,-17.636,34.4,289.49,0.0047169,0.00098468,-0.16549,0.018087,0.054908,34.4,12.4,1.8
0.0028717,1.8,0.0020101,0.001,0.57677,12.4,-17.638,34.5,289.49,0.005007,0.0011255,-0.17015,-0.00043983,0.012275,34.5,12.4,1.8
0.0028801,1.8,0.0020161,0.001,0.57698,12.4,-17.638,34.6,289.49,0.0054803,0.0013451,-0.17391,-0.017082,-0.037753,34.6,12.4,1.8
0.0029408,1.8,0.0020586,0.001,0.57957,12.4,-17.635,34.7,289.49,0.0062091,0.0016923,-0.1763,-0.033784,-0.094685,34.7,12.4,1.8
0.0030457,1.8,0.0021321,0.001,0.58514,12.4,-17.63,34.8,289.48,0.0072798,0.0022486,-0.17642,-0.051986,-0.1571,34.8,12.4,1.8
0.0031509,1.8,0.0022058,0.001,0.59382,12.4,-17.622,34.9,289.48,0.0087299,0.0031311,-0.17207,-0.070243,-0.22107,34.9,12.4,1.8
0.0031635,1.8,0.0022147,0.001,0.60489,12.4,-17.611,35,289.47,0.010512,0.0045375,-0.16031,-0.084595,-0.27798,35,12.4,1.8
0.0030276,1.8,0.0021197,0.001,0.61669,12.4,-17.6,35.1,289.46,0.012644,0.0069004,-0.13709,-0.089427,-0.31152,35.1,12.4,1.8
0.0028212,1.8,0.0019754,0.001,0.62589,12.4,-17.591,35.2,289.46,0.015391,0.01103,-0.099473,-0.075829,-0.292,35.2,12.4,1.8
0.0024091,1.8,0.0016868,0.001,0.62973,12.4,-17.586,35.3,289.46,0.0172,0.016305,-0.048054,-0.029168,-0.17106,35.3,12.4,1.8
0.00019497,1.8,0.0014689,0.01,0.63019,12.4,-17.586,35.4,289.47,0.01743,0.018947,0,0,0,35.4,12.4,1.8
0.00024292,1.8,0.0018599,0.01,0.60715,12.5,-17.613,31.9,289.38,0.02791,0.038275,0,0,0,31.9,12.5,1.8
0.0031469,1.8,0.0022021,0.001,0.60656,12.5,-17.614,32,289.38,0.027855,0.032869,0.053483,-0.057887,-0.20541,32,12.5,1.8
0.0039128,1.8,0.0027379,0.001,0.6024,12.5,-17.618,32.1,289.39,0.026227,0.023072,0.11456,-0.1208,-0.32369,32.1,12.5,1.8
0.0044439,1.8,0.0031098,0.001,0.59315,12.5,-17.626,32.2,289.4,0.023473,0.016144,0.15627,-0.13213,-0.309,32.2,12.5,1.8
0.0048698,1.8,0.0034081,0.001,0.58326,12.5,-17.636,32.3,289.41,0.021179,0.011939,0.175,-0.11434,-0.23352,32.3,12.5,1.8
0.0052305,1.8,0.0036608,0.001,0.57738,12.5,-17.641,32.4,289.42,0.019369,0.0092724,0.17394,-0.081721,-0.14052,32.4,12.5,1.8
0.0058011,1.8,0.0040604,0.001,0.57606,12.5,-17.642,32.5,289.43,0.01991,0.0087881,0.15906,-0.038214,-0.047139,32.5,12.5,1.8
0.0068001,1.8,0.0047603,0.001,0.57819,12.5,-17.64,32.6,289.43,0.029717,0.017355,0.1316,0.020155,0.05812,32.6,12.5,1.8
0.0096579,1.8,0.0067615,0.001,0.58236,12.5,-17.635,32.7,289.43,0.070829,0.070436,0.087335,0.088853,0.23163,32.7,12.5,1.8
0.015366,1.8,0.010757,0.001,0.58875,12.5,-17.629,32.8,289.42,0.17431,0.26308,0.023869,0.13894,0.58987,32.8,12.5,1.8
0.020234,1.8,0.014165,0.001,0.59952,12.5,-17.621,32.9,289.38,0.30143,0.58555,-0.041735,0.1388,1.1842,32.9,12.5,1.8
0.019408,1.8,0.013586,0.001,0.60821,12.5,-17.617,33,289.3,0.32569,0.70342,-0.077359,0.097588,1.9411,33,12.5,1.8
0.015083,1.8,0.010558,0.001,0.61439,12.5,-17.615,33.1,289.21,0.24197,0.50445,-0.056276,0.070879,2.5478,33.1,12.5,1.8
0.01244,1.8,0.0087077,0.001,0.61531,12.5,-17.617,33.2,289.17,0.17852,0.33539,-0.027527,0.070935,2.7929,33.2,12.5,1.8
0.011724,1.8,0.0082067,0.001,0.61294,12.5,-17.619,33.3,289.16,0.16473,0.30501,-0.0039967,0.073695,2.8357,33.3,12.5,1.8
0.012157,1.8,0.0085095,0.001,0.61865,12.5,-17.613,33.4,289.17,0.17583,0.33309,0.016925,0.077178,2.7831,33.4,12.5,1.8
0.015074,1.8,0.010552,0.001,0.62011,12.5,-17.608,33.5,289.23,0.24463,0.51568,0.041545,0.078744,2.5191,33.5,12.5,1.8
0.019357,1.8,0.013549,0.001,0.61448,12.5,-17.607,33.6,289.36,0.32705,0.71128,0.059181,0.10916,1.8893,33.6,12.5,1.8
0.018832,1.8,0.013182,0.001,0.60441,12.5,-17.61,33.7,289.5,0.27992,0.54473,0.021022,0.16244,1.1237,33.7,12.5,1.8
0.0118,1.8,0.0082606,0.001,0.59456,12.5,-17.616,33.8,289.58,0.13299,0.19882,-0.039689,0.18549,0.56627,33.8,12.5,1.8
0.0049252,1.8,0.0034481,0.001,0.59261,12.5,-17.618,33.9,289.57,0.035616,0.035032,-0.09011,0.16432,0.28325,33.9,12.5,1.8
0.0027351,1.8,0.0019145,0.001,0.59139,12.5,-17.621,34,289.54,0.008075,0.0036572,-0.11844,0.12174,0.18814,34,12.5,1.8
0.0029365,1.8,0.0020552,0.001,0.58789,12.5,-17.626,34.1,289.51,0.0046471,0.00095359,-0.13216,0.083553,0.15582,34.1,12.5,1.8
0.0029029,1.8,0.0020317,0.001,0.58373,12.5,-17.631,34.2,289.5,0.0042663,0.00080691,-0.14013,0.05224,0.13064,34.2,12.5,1.8
0.0027455,1.8,0.0019216,0.001,0.5798,12.5,-17.635,34.3,289.49,0.0042348,0.00084135,-0.14481,0.025395,0.10225,34.3,12.5,1.8
0.002632,1.8,0.0018422,0.001,0.57664,12.5,-17.638,34.4,289.49,0.0043428,0.00092346,-0.14799,0.0030252,0.068366,34.4,12.5,1.8
0.0025756,1.8,0.0018029,0.001,0.57473,12.5,-17.64,34.5,289.48,0.0045884,0.0010538,-0.15135,-0.014577,0.026757,34.5,12.5,1.8
0.0025863,1.8,0.0018104,0.001,0.57445,12.5,-17.641,34.6,289.48,0.0050175,0.0012553,-0.15511,-0.028569,-0.023478,34.6,12.5,1.8
0.0026662,1.8,0.0018663,0.001,0.57636,12.5,-17.639,34.7,289.48,0.0057054,0.0015754,-0.15782,-0.041884,-0.081771,34.7,12.5,1.8
0.0028182,1.8,0.0019728,0.001,0.58123,12.5,-17.634,34.8,289.48,0.006774,0.0021027,-0.15843,-0.056623,-0.14742,34.8,12.5,1.8
0.0030048,1.8,0.0021035,0.001,0.58939,12.5,-17.626,34.9,289.47,0.0082972,0.0029633,-0.15549,-0.071514,-0.21708,34.9,12.5,1.8
0.0031111,1.8,0.002178,0.001,0.60021,12.5,-17.616,35,289.46,0.010229,0.0043666,-0.14638,-0.082779,-0.28204,35,12.5,1.8
0.0030338,1.8,0.002124,0.001,0.61217,12.5,-17.604,35.1,289.46,0.0126,0.0068504,-0.12718,-0.085545,-0.32556,35.1,12.5,1.8
0.0028502,1.8,0.0019956,0.001,0.62194,12.5,-17.595,35.2,289.45,0.01591,0.011724,-0.094141,-0.072214,-0.31544,35.2,12.5,1.8
0.0025394,1.8,0.0017779,0.001,0.62645,12.5,-17.59,35.3,289.45,0.019565,0.020139,-0.046248,-0.029241,-0.19518,35.3,12.5,1.8
0.00021419,1.8,0.0016248,0.01,0.62721,12.5,-17.589,35.4,289.45,0.021226,0.025291,0,0,0,35.4,12.5,1.8
0.00026282,1.8,0.0020251,0.01,0.60191,12.6,-17.619,31.9,289.38,0.032944,0.048787,0,0,0,31.9,12.6,1.8
0.0032652,1.8,0.0022849,0.001,0.60108,12.6,-17.619,32,289.38,0.030916,0.039206,0.053164,-0.062855,-0.22941,32,12.6,1.8
0.0038638,1.8,0.0027037,0.001,0.59612,12.6,-17.624,32.1,289.39,0.026732,0.024314,0.11317,-0.12203,-0.34427,32.1,12.6,1.8
0.0042696,1.8,0.002988,0.001,0.58589,12.6,-17.634,32.2,289.4,0.023055,0.016206,0.15329,-0.13351,-0.31796,32.2,12.6,1.8
0.0045227,1.8,0.0031653,0.001,0.57549,12.6,-17.643,32.3,289.42,0.020133,0.011613,0.17052,-0.11885,-0.23115,32.3,12.6,1.8
0.004691,1.8,0.0032833,0.001,0.5697,12.6,-17.648,32.4,289.43,0.017788,0.0087218,0.16841,-0.091155,-0.13061,32.4,12.6,1.8
0.0051436,1.8,0.0036004,0.001,0.56876,12.6,-17.649,32.5,289.44,0.017851,0.0079686,0.15276,-0.05271,-0.033979,32.5,12.6,1.8
0.0062621,1.8,0.0043838,0.001,0.57118,12.6,-17.646,32.6,289.44,0.027292,0.015849,0.12757,0.0046701,0.070248,32.6,12.6,1.8
0.0092578,1.8,0.0064813,0.001,0.57509,12.6,-17.642,32.7,289.44,0.066207,0.064029,0.091076,0.078687,0.23708,32.7,12.6,1.8
0.014702,1.8,0.010292,0.001,0.58038,12.6,-17.638,32.8,289.42,0.16092,0.23452,0.037369,0.13709,0.57406,32.8,12.6,1.8
0.019194,1.8,0.013437,0.001,0.59099,12.6,-17.63,32.9,289.38,0.28044,0.53621,-0.026262,0.14472,1.1514,32.9,12.6,1.8
0.018103,1.8,0.012673,0.001,0.60311,12.6,-17.622,33,289.3,0.30185,0.64787,-0.066828,0.10538,1.9248,33,12.6,1.8
0.013498,1.8,0.0094488,0.001,0.61426,12.6,-17.615,33.1,289.21,0.20891,0.42217,-0.045492,0.067514,2.5673,33.1,12.6,1.8
0.0107,1.8,0.0074898,0.001,0.61947,12.6,-17.612,33.2,289.17,0.13591,0.22295,-0.019277,0.057093,2.8339,33.2,12.6,1.8
0.0098624,1.8,0.0069037,0.001,0.61969,12.6,-17.612,33.3,289.16,0.11777,0.18118,-0.003075,0.060428,2.8819,33.3,12.6,1.8
0.010092,1.8,0.0070642,0.001,0.62348,12.6,-17.608,33.4,289.17,0.12682,0.20576,0.0097917,0.068291,2.8308,33.4,12.6,1.8
0.013144,1.8,0.0092004,0.001,0.62137,12.6,-17.607,33.5,289.23,0.20578,0.42135,0.029842,0.083519,2.5432,33.5,12.6,1.8
0.017789,1.8,0.012452,0.001,0.6111,12.6,-17.611,33.6,289.35,0.29932,0.64852,0.043783,0.12608,1.8611,33.6,12.6,1.8
0.017467,1.8,0.012227,0.001,0.59905,12.6,-17.616,33.7,289.49,0.25494,0.48912,-0.002967,0.17488,1.0748,33.7,12.6,1.8
0.010979,1.8,0.0076865,0.001,0.59115,12.6,-17.62,33.8,289.55,0.11887,0.17094,-0.062622,0.18656,0.54232,33.8,12.6,1.8
0.0047202,1.8,0.0033049,0.001,0.59006,12.6,-17.621,33.9,289.55,0.032889,0.031147,-0.10287,0.15703,0.2789,33.9,12.6,1.8
0.0026234,1.8,0.0018364,0.001,0.58931,12.6,-17.624,34,289.52,0.0077535,0.0034753,-0.12112,0.10971,0.18789,34,12.6,1.8
0.0027526,1.8,0.0019266,0.001,0.58622,12.6,-17.628,34.1,289.5,0.0044394,0.00092775,-0.12728,0.068337,0.15715,34.1,12.6,1.8
0.0026922,1.8,0.0018844,0.001,0.58239,12.6,-17.632,34.2,289.49,0.0040849,0.00079821,-0.13032,0.034793,0.1334,34.2,12.6,1.8
0.0025059,1.8,0.0017541,0.001,0.57856,12.6,-17.637,34.3,289.48,0.0040687,0.00085235,-0.13223,0.0065848,0.10594,34.3,12.6,1.8
0.0023716,1.8,0.0016602,0.001,0.5753,12.6,-17.64,34.4,289.48,0.0041875,0.00095482,-0.13472,-0.015634,0.072395,34.4,12.6,1.8
0.0023093,1.8,0.0016166,0.001,0.57311,12.6,-17.642,34.5,289.48,0.0044297,0.0010974,-0.13821,-0.031648,0.030704,34.5,12.6,1.8
0.0023216,1.8,0.0016253,0.001,0.57246,12.6,-17.643,34.6,289.48,0.0048285,0.0012966,-0.1418,-0.043267,-0.019834,34.6,12.6,1.8
0.0024118,1.8,0.0016884,0.001,0.57389,12.6,-17.642,34.7,289.48,0.0054696,0.0016013,-0.14385,-0.05356,-0.078768,34.7,12.6,1.8
0.0025936,1.8,0.0018157,0.001,0.57822,12.6,-17.637,34.8,289.47,0.0065068,0.0021075,-0.14385,-0.064594,-0.14588,34.8,12.6,1.8
0.0028415,1.8,0.0019893,0.001,0.58586,12.6,-17.63,34.9,289.47,0.0080392,0.0029382,-0.14106,-0.075145,-0.21848,34.9,12.6,1.8
0.0030347,1.8,0.0021245,0.001,0.59627,12.6,-17.62,35,289.46,0.010029,0.0042957,-0.13337,-0.08178,-0.28839,35,12.6,1.8
0.0030272,1.8,0.0021194,0.001,0.60807,12.6,-17.609,35.1,289.45,0.012534,0.0067942,-0.11713,-0.080567,-0.33908,35.1,12.6,1.8
0.0028713,1.8,0.0020103,0.001,0.61805,12.6,-17.599,35.2,289.45,0.016276,0.012236,-0.088132,-0.065762,-0.33665,35.2,12.6,1.8
0.0026481,1.8,0.001854,0.001,0.62297,12.6,-17.594,35.3,289.44,0.021692,0.023882,-0.044081,-0.026414,-0.21717,35.3,12.6,1.8
0.00023051,1.8,0.0017584,0.01,0.62393,12.6,-17.593,35.4,289.45,0.024775,0.031738,0,0,0,35.4,12.6,1.8
0.0002747,1.8,0.0021245,0.01,0.59686,12.7,-17.624,31.9,289.38,0.036166,0.055922,0,0,0,31.9,12.7,1.8
0.0033229,1.8,0.0023254,0.001,0.59592,12.7,-17.625,32,289.38,0.032666,0.043164,0.052416,-0.065558,-0.24411,32,12.7,1.8
0.0037892,1.8,0.0026515,0.001,0.5904,12.7,-17.63,32.1,289.39,0.026655,0.024657,0.11155,-0.12005,-0.35271,32.1,12.7,1.8
0.004066,1.8,0.0028455,0.001,0.5794,12.7,-17.64,32.2,289.4,0.022381,0.016022,0.15143,-0.13305,-0.31556,32.2,12.7,1.8
0.0041536,1.8,0.0029071,0.001,0.56854,12.7,-17.65,32.3,289.42,0.01902,0.011279,0.16903,-0.12324,-0.21933,32.3,12.7,1.8
0.0041453,1.8,0.0029014,0.001,0.56279,12.7,-17.654,32.4,289.44,0.016238,0.0082264,0.16711,-0.10157,-0.11319,32.4,12.7,1.8
0.0044062,1.8,0.0030844,0.001,0.56225,12.7,-17.654,32.5,289.46,0.015383,0.0069173,0.15022,-0.070024,-0.016037,32.5,12.7,1.8
0.0054029,1.8,0.0037825,0.001,0.56529,12.7,-17.651,32.6,289.46,0.02233,0.012204,0.12538,-0.018902,0.080047,32.6,12.7,1.8
0.0082097,1.8,0.0057476,0.001,0.56942,12.7,-17.647,32.7,289.45,0.054398,0.048776,0.096225,0.054134,0.22458,32.7,12.7,1.8
0.013341,1.8,0.0093396,0.001,0.57393,12.7,-17.644,32.8,289.43,0.13497,0.18197,0.056966,0.11807,0.50805,32.8,12.7,1.8
0.018337,1.8,0.012836,0.001,0.58198,12.7,-17.638,32.9,289.39,0.25348,0.46108,0.0051535,0.1359,1.0049,32.9,12.7,1.8
0.019293,1.8,0.013506,0.001,0.59268,12.7,-17.631,33,289.32,0.31756,0.67485,-0.036089,0.10951,1.6964,33,12.7,1.8
0.016087,1.8,0.011261,0.001,0.60531,12.7,-17.622,33.1,289.25,0.26912,0.58318,-0.02577,0.074338,2.3026,33.1,12.7,1.8
0.012762,1.8,0.0089336,0.001,0.61439,12.7,-17.615,33.2,289.21,0.19937,0.40798,-0.0088838,0.060154,2.5923,33.2,12.7,1.8
0.011403,1.8,0.0079824,0.001,0.61786,12.7,-17.612,33.3,289.2,0.17293,0.34584,-0.0015357,0.065462,2.6654,33.3,12.7,1.8
0.012094,1.8,0.0084657,0.001,0.61897,12.7,-17.61,33.4,289.21,0.1848,0.36973,-0.00022382,0.07744,2.6035,33.4,12.7,1.8
0.015458,1.8,0.01082,0.001,0.61304,12.7,-17.613,33.5,289.27,0.25828,0.5596,0.0045507,0.10187,2.2889,33.5,12.7,1.8
0.018403,1.8,0.012882,0.001,0.60205,12.7,-17.618,33.6,289.38,0.30457,0.65145,0.0026096,0.14282,1.6271,33.6,12.7,1.8
0.016007,1.8,0.011206,0.001,0.59305,12.7,-17.622,33.7,289.49,0.2208,0.40211,-0.045578,0.17579,0.92367,33.7,12.7,1.8
0.0094981,1.8,0.0066501,0.001,0.58898,12.7,-17.623,33.8,289.54,0.095042,0.12645,-0.092582,0.17416,0.47713,33.8,12.7,1.8
0.0041536,1.8,0.0029083,0.001,0.58879,12.7,-17.623,33.9,289.54,0.026375,0.022936,-0.11714,0.13755,0.25938,33.9,12.7,1.8
0.002498,1.8,0.0017487,0.001,0.58804,12.7,-17.626,34,289.51,0.0068572,0.0027951,-0.12396,0.088929,0.18269,34,12.7,1.8
0.002598,1.8,0.0018185,0.001,0.58503,12.7,-17.629,34.1,289.5,0.0042806,0.00091013,-0.12416,0.047712,0.15512,34.1,12.7,1.8
0.002476,1.8,0.0017334,0.001,0.58125,12.7,-17.634,34.2,289.49,0.0040475,0.00085465,-0.12538,0.014602,0.13238,34.2,12.7,1.8
0.0022852,1.8,0.0016,0.001,0.57726,12.7,-17.638,34.3,289.48,0.0041265,0.000965,-0.12831,-0.012599,0.10527,34.3,12.7,1.8
0.0021649,1.8,0.0015158,0.001,0.57378,12.7,-17.641,34.4,289.48,0.0043308,0.0011224,-0.13283,-0.033503,0.071239,34.4,12.7,1.8
0.0021152,1.8,0.001481,0.001,0.57139,12.7,-17.644,34.5,289.48,0.004625,0.0013098,-0.13721,-0.048609,0.028382,34.5,12.7,1.8
0.0021318,1.8,0.0014927,0.001,0.57057,12.7,-17.645,34.6,289.47,0.0050309,0.0015366,-0.13982,-0.059137,-0.02359,34.6,12.7,1.8
0.0022243,1.8,0.0015574,0.001,0.57185,12.7,-17.644,34.7,289.47,0.0056486,0.0018552,-0.13977,-0.067241,-0.083841,34.7,12.7,1.8
