"alphat","ccz","nut","V","p_rgh","ccy","p","ccx","T","k","epsilon","U:0","U:1","U:2","Points:0","Points:1","Points:2"
0.0078261,1.75,0.0054794,0.001,0.62659,11.4,-17.064,32.8,289.84,0.017009,0.0047593,0.096318,-0.061407,0.030854,32.8,11.4,1.7
0.0051845,1.75,0.0036301,0.001,0.59213,11.4,-17.06,32.9,290.59,0.014344,0.0061531,0.056425,-0.047301,0.093503,32.9,11.4,1.7
0.011598,1.75,0.0086735,0.01,0.39891,11.425,-17.039,33.025,294.76,0.0068703,0.0052119,0,-0.070833,0,33,11.4,1.7
0.023031,1.75,0.016122,0.01,0.17589,11.4,-17.039,33.1,299.09,0.00184,1.89e-05,0,-0.14167,0,33.1,11.4,1.7
0.023031,1.75,0.016122,0.01,0.15659,11.4,-17.058,33.2,299.09,0.00184,1.89e-05,0,-0.14167,0,33.2,11.4,1.7
0.023031,1.75,0.016122,0.01,0.15615,11.4,-17.058,33.3,299.09,0.00184,1.89e-05,0,-0.14167,0,33.3,11.4,1.7
0.023031,1.75,0.016122,0.01,0.15547,11.4,-17.059,33.4,299.09,0.00184,1.89e-05,0,-0.14167,0,33.4,11.4,1.7
0.023031,1.75,0.016122,0.01,0.16541,11.4,-17.049,33.5,299.09,0.00184,1.89e-05,0,-0.14167,0,33.5,11.4,1.7
0.01161,1.75,0.0087718,0.01,0.32087,11.425,-17.052,33.575,296.02,0.0089335,0.0081394,0,-0.070833,0,33.6,11.4,1.7
0.0049494,1.75,0.0034675,0.001,0.46326,11.4,-17.063,33.7,293.03,0.013183,0.0065437,-0.031534,0.066932,0.285,33.7,11.4,1.7
0.0075217,1.75,0.0052639,0.001,0.54927,11.4,-17.062,33.8,291.37,0.013245,0.0030327,-0.06775,0.11552,0.23206,33.8,11.4,1.7
0.0078919,1.75,0.0055168,0.001,0.59745,11.4,-17.063,33.9,290.43,0.012453,0.0025318,-0.10204,0.1133,0.16736,33.9,11.4,1.7
0.0068861,1.75,0.0048116,0.001,0.62105,11.4,-17.064,34,289.95,0.010517,0.002069,-0.13833,0.09184,0.1184,34,11.4,1.7
0.0057452,1.75,0.0040157,0.001,0.62947,11.4,-17.066,34.1,289.74,0.008867,0.0017625,-0.1719,0.064282,0.078674,34.1,11.4,1.7
0.0049944,1.75,0.0034934,0.001,0.63038,11.4,-17.069,34.2,289.67,0.0080072,0.0016526,-0.20043,0.036844,0.04079,34.2,11.4,1.7
0.0046035,1.75,0.0032215,0.001,0.62882,11.4,-17.072,34.3,289.64,0.007747,0.0016778,-0.22184,0.011198,0.00191,34.3,11.4,1.7
0.0043889,1.75,0.003072,0.001,0.62743,11.4,-17.074,34.4,289.63,0.0077972,0.0017826,-0.23564,-0.01257,-0.03764,34.4,11.4,1.7
0.0042248,1.75,0.0029574,0.001,0.62722,11.4,-17.074,34.5,289.63,0.0079796,0.0019398,-0.24202,-0.034388,-0.076588,34.5,11.4,1.7
0.0040517,1.75,0.0028363,0.001,0.62842,11.4,-17.074,34.6,289.62,0.0082035,0.0021385,-0.24099,-0.053581,-0.11304,34.6,11.4,1.7
0.0038534,1.75,0.0026976,0.001,0.63084,11.4,-17.072,34.7,289.61,0.0084296,0.0023749,-0.2322,-0.069073,-0.14422,34.7,11.4,1.7
0.0036323,1.75,0.0025428,0.001,0.63409,11.4,-17.069,34.8,289.61,0.0086356,0.0026448,-0.21511,-0.07941,-0.16687,34.8,11.4,1.7
0.0033983,1.75,0.0023791,0.001,0.63753,11.4,-17.066,34.9,289.6,0.0087988,0.0029348,-0.18905,-0.082477,-0.17695,34.9,11.4,1.7
0.0031634,1.75,0.0022148,0.001,0.64021,11.4,-17.063,35,289.61,0.0088752,0.0032065,-0.15369,-0.075236,-0.1694,35,11.4,1.7
0.0029238,1.75,0.0020475,0.001,0.64088,11.4,-17.061,35.1,289.63,0.0087419,0.0033631,-0.10983,-0.053667,-0.13838,35.1,11.4,1.7
0.0025999,1.75,0.0018213,0.001,0.63814,11.4,-17.06,35.2,289.7,0.0080259,0.003185,-0.060136,-0.013206,-0.077386,35.2,11.4,1.7
0.0017839,1.75,0.0012498,0.001,0.62994,11.4,-17.061,35.3,289.83,0.0063786,0.0030352,-0.014504,0.041896,0.0064629,35.3,11.4,1.7
0.00011238,1.75,0.00081827,0.01,0.62414,11.4,-17.062,35.4,289.93,0.0053054,0.0030959,0,0,0,35.4,11.4,1.7
0.00013164,1.75,0.00096544,0.01,0.62405,11.5,-17.075,31.9,289.68,0.0073923,0.0050942,0,0,0,31.9,11.5,1.7
0.0023078,1.75,0.0016147,0.001,0.62939,11.5,-17.074,32,289.6,0.01008,0.0057881,0.020769,0.023439,-0.028355,32,11.5,1.7
0.0036382,1.75,0.0025454,0.001,0.63661,11.5,-17.073,32.1,289.48,0.013774,0.0067191,0.063917,-0.06197,-0.12804,32.1,11.5,1.7
0.0044227,1.75,0.0030946,0.001,0.63867,11.5,-17.072,32.2,289.45,0.015371,0.0068885,0.10502,-0.10807,-0.17792,32.2,11.5,1.7
0.0052195,1.75,0.0036523,0.001,0.63849,11.5,-17.072,32.3,289.45,0.016404,0.0066503,0.13618,-0.12602,-0.18714,32.3,11.5,1.7
0.0060545,1.75,0.0042369,0.001,0.63772,11.5,-17.073,32.4,289.46,0.017164,0.0062752,0.1539,-0.12504,-0.16807,32.4,11.5,1.7
0.0068665,1.75,0.0048054,0.001,0.63725,11.5,-17.073,32.5,289.47,0.017653,0.0058501,0.15782,-0.11202,-0.13018,32.5,11.5,1.7
0.007579,1.75,0.0053045,0.001,0.63728,11.5,-17.072,32.6,289.49,0.017837,0.0054078,0.14844,-0.091691,-0.081075,32.6,11.5,1.7
0.0080263,1.75,0.0056181,0.001,0.63673,11.5,-17.069,32.7,289.54,0.017661,0.0050007,0.12651,-0.067475,-0.026986,32.7,11.5,1.7
0.0074809,1.75,0.0052368,0.001,0.63349,11.5,-17.066,32.8,289.67,0.01668,0.0047903,0.093815,-0.042036,0.027257,32.8,11.5,1.7
0.0042594,1.75,0.0029818,0.001,0.62323,11.5,-17.061,32.9,289.96,0.013625,0.0072405,0.053881,-0.017678,0.076433,32.9,11.5,1.7
0.00016117,1.75,0.0011965,0.01,0.61556,11.5,-17.059,33,290.16,0.011362,0.0097156,0,0,0,33,11.5,1.7
0.00018748,1.75,0.0014071,0.01,0.49585,11.5,-17.063,33.6,292.4,0.015696,0.01576,0,0,0,33.6,11.5,1.7
0.0038257,1.75,0.0026788,0.001,0.51983,11.5,-17.064,33.7,291.92,0.013894,0.0095462,-0.047907,0.080188,0.25058,33.7,11.5,1.7
0.0066112,1.75,0.0046258,0.001,0.56604,11.5,-17.066,33.8,290.99,0.01215,0.0029314,-0.081634,0.11923,0.21521,33.8,11.5,1.7
0.0073025,1.75,0.0051051,0.001,0.6013,11.5,-17.067,33.9,290.28,0.011446,0.0023116,-0.11529,0.11673,0.161,33.9,11.5,1.7
0.0064619,1.75,0.0045162,0.001,0.61974,11.5,-17.069,34,289.89,0.0098302,0.0019258,-0.14948,0.096299,0.11637,34,11.5,1.7
0.0054869,1.75,0.0038361,0.001,0.62607,11.5,-17.071,34.1,289.71,0.0084788,0.0016871,-0.1813,0.069314,0.077416,34.1,11.5,1.7
0.0048614,1.75,0.0034008,0.001,0.62612,11.5,-17.075,34.2,289.64,0.007816,0.0016175,-0.20833,0.041783,0.038691,34.2,11.5,1.7
0.0045401,1.75,0.0031773,0.001,0.6243,11.5,-17.078,34.3,289.62,0.0076673,0.0016663,-0.22874,0.015567,-0.0016368,34.3,11.5,1.7
0.0043591,1.75,0.0030511,0.001,0.62295,11.5,-17.079,34.4,289.61,0.0077828,0.0017883,-0.24202,-0.0090203,-0.042754,34.4,11.5,1.7
0.0042105,1.75,0.0029474,0.001,0.62299,11.5,-17.08,34.5,289.61,0.0080135,0.0019632,-0.24833,-0.031755,-0.083192,34.5,11.5,1.7
0.0040443,1.75,0.0028312,0.001,0.62463,11.5,-17.078,34.6,289.6,0.0082844,0.0021852,-0.24762,-0.051956,-0.12098,34.6,11.5,1.7
0.0038491,1.75,0.0026945,0.001,0.62766,11.5,-17.076,34.7,289.59,0.0085625,0.0024536,-0.23938,-0.068651,-0.15338,34.7,11.5,1.7
0.0036287,1.75,0.0025403,0.001,0.63163,11.5,-17.072,34.8,289.58,0.008827,0.0027667,-0.22287,-0.080431,-0.17716,34.8,11.5,1.7
0.0033953,1.75,0.0023769,0.001,0.63586,11.5,-17.068,34.9,289.58,0.0090565,0.0031129,-0.19716,-0.085163,-0.18823,34.9,11.5,1.7
0.0031623,1.75,0.002214,0.001,0.63934,11.5,-17.065,35,289.58,0.0092081,0.0034538,-0.16166,-0.0797,-0.18131,35,11.5,1.7
0.0029285,1.75,0.0020507,0.001,0.64069,11.5,-17.062,35.1,289.61,0.0091552,0.0036835,-0.11681,-0.059815,-0.15004,35.1,11.5,1.7
0.002621,1.75,0.001836,0.001,0.63828,11.5,-17.061,35.2,289.67,0.0085089,0.0035517,-0.065357,-0.020441,-0.086861,35.2,11.5,1.7
0.0018036,1.75,0.0012635,0.001,0.6298,11.5,-17.062,35.3,289.82,0.0066629,0.0032487,-0.016285,0.036615,0.0027907,35.3,11.5,1.7
0.00011295,1.75,0.00082257,0.01,0.62367,11.5,-17.063,35.4,289.92,0.0053617,0.0031453,0,0,0,35.4,11.5,1.7
0.00013202,1.75,0.00096834,0.01,0.62198,11.6,-17.077,31.9,289.68,0.0074368,0.0051403,0,0,0,31.9,11.6,1.7
0.0023029,1.75,0.0016113,0.001,0.62736,11.6,-17.076,32,289.59,0.010279,0.0060079,0.022405,0.020951,-0.029482,32,11.6,1.7
0.0036245,1.75,0.0025357,0.001,0.63462,11.6,-17.075,32.1,289.47,0.014167,0.0071359,0.067842,-0.063674,-0.13151,32.1,11.6,1.7
0.0044105,1.75,0.003086,0.001,0.63657,11.6,-17.075,32.2,289.44,0.01581,0.0073092,0.11006,-0.10723,-0.18117,32.2,11.6,1.7
0.0052077,1.75,0.003644,0.001,0.63621,11.6,-17.075,32.3,289.44,0.016834,0.0070212,0.1413,-0.12182,-0.18891,32.3,11.6,1.7
0.0060382,1.75,0.0042254,0.001,0.63536,11.6,-17.076,32.4,289.44,0.017554,0.0065829,0.1582,-0.11725,-0.16806,32.4,11.6,1.7
0.0068393,1.75,0.0047863,0.001,0.63497,11.6,-17.076,32.5,289.45,0.017978,0.0060926,0.16078,-0.10082,-0.12865,32.5,11.6,1.7
0.0075336,1.75,0.0052725,0.001,0.63539,11.6,-17.074,32.6,289.47,0.018071,0.0055854,0.14979,-0.077498,-0.078585,32.6,11.6,1.7
0.0079569,1.75,0.0055692,0.001,0.63597,11.6,-17.072,32.7,289.5,0.017783,0.0051148,0.12608,-0.050655,-0.024506,32.7,11.6,1.7
0.0073915,1.75,0.0051737,0.001,0.6358,11.6,-17.068,32.8,289.58,0.016632,0.0048191,0.09138,-0.022277,0.027868,32.8,11.6,1.7
0.0041897,1.75,0.0029327,0.001,0.63309,11.6,-17.063,32.9,289.73,0.013261,0.0068632,0.048757,0.0067618,0.071618,32.9,11.6,1.7
0.00015737,1.75,0.0011663,0.01,0.63074,11.6,-17.061,33,289.83,0.010791,0.0089863,0,0,0,33,11.6,1.7
0.00018286,1.75,0.0013702,0.01,0.54029,11.6,-17.062,33.6,291.56,0.014882,0.014551,0,0,0,33.6,11.6,1.7
0.0035493,1.75,0.0024847,0.001,0.55344,11.6,-17.064,33.7,291.27,0.013041,0.0088441,-0.048855,0.09085,0.22658,33.7,11.6,1.7
0.0060711,1.75,0.0042474,0.001,0.58144,11.6,-17.067,33.8,290.65,0.011156,0.0027036,-0.087104,0.12263,0.20088,33.8,11.6,1.7
0.0067615,1.75,0.0047274,0.001,0.60562,11.6,-17.07,33.9,290.13,0.010454,0.0020825,-0.12244,0.11925,0.15554,33.9,11.6,1.7
0.0060421,1.75,0.0042238,0.001,0.61862,11.6,-17.073,34,289.82,0.0091054,0.0017667,-0.15634,0.099648,0.11508,34,11.6,1.7
0.0052252,1.75,0.0036541,0.001,0.62247,11.6,-17.077,34.1,289.68,0.0080395,0.0015924,-0.18717,0.073686,0.077121,34.1,11.6,1.7
0.0047198,1.75,0.0033023,0.001,0.62152,11.6,-17.08,34.2,289.62,0.0075687,0.0015621,-0.21308,0.046699,0.03784,34.2,11.6,1.7
0.004464,1.75,0.0031243,0.001,0.6194,11.6,-17.083,34.3,289.61,0.0075272,0.0016333,-0.23274,0.02056,-0.0036595,34.3,11.6,1.7
0.0043157,1.75,0.0030209,0.001,0.61807,11.6,-17.085,34.4,289.6,0.0077078,0.0017717,-0.24575,-0.0042979,-0.046138,34.4,11.6,1.7
0.0041843,1.75,0.002929,0.001,0.61835,11.6,-17.085,34.5,289.59,0.0079897,0.001964,-0.25225,-0.027537,-0.087943,34.5,11.6,1.7
0.0040282,1.75,0.0028198,0.001,0.62041,11.6,-17.084,34.6,289.58,0.0083128,0.0022094,-0.25214,-0.048506,-0.12709,34.6,11.6,1.7
0.0038392,1.75,0.0026876,0.001,0.62401,11.6,-17.08,34.7,289.57,0.0086499,0.002511,-0.24481,-0.06635,-0.16095,34.7,11.6,1.7
0.0036223,1.75,0.0025358,0.001,0.62872,11.6,-17.076,34.8,289.57,0.0089816,0.0028704,-0.22929,-0.079701,-0.18634,34.8,11.6,1.7
0.0033902,1.75,0.0023733,0.001,0.6338,11.6,-17.071,34.9,289.56,0.0092871,0.0032795,-0.20441,-0.086389,-0.19916,34.9,11.6,1.7
0.0031575,1.75,0.0022106,0.001,0.63817,11.6,-17.067,35,289.56,0.0095243,0.003702,-0.16928,-0.08313,-0.19387,35,11.6,1.7
0.0029247,1.75,0.002048,0.001,0.64035,11.6,-17.064,35.1,289.59,0.009561,0.0040238,-0.12394,-0.065424,-0.1635,35.1,11.6,1.7
0.0026249,1.75,0.0018386,0.001,0.63842,11.6,-17.062,35.2,289.64,0.0089937,0.0039631,-0.071299,-0.027676,-0.09942,35.2,11.6,1.7
0.0018099,1.75,0.0012677,0.001,0.62975,11.6,-17.063,35.3,289.79,0.0069313,0.0034744,-0.018898,0.0311,-0.0036548,35.3,11.6,1.7
0.00011313,1.75,0.00082387,0.01,0.62337,11.6,-17.064,35.4,289.9,0.0053792,0.0031609,0,0,0,35.4,11.6,1.7
0.00013215,1.75,0.00096933,0.01,0.62009,11.7,-17.08,31.9,289.67,0.0074521,0.0051562,0,0,0,31.9,11.7,1.7
0.0022968,1.75,0.0016069,0.001,0.62548,11.7,-17.079,32,289.58,0.01052,0.006282,0.024719,0.017808,-0.032506,32,11.7,1.7
0.0036132,1.75,0.0025277,0.001,0.63267,11.7,-17.077,32.1,289.47,0.014676,0.0076832,0.072876,-0.06588,-0.13713,32.1,11.7,1.7
0.0044023,1.75,0.0030802,0.001,0.63435,11.7,-17.077,32.2,289.44,0.016349,0.0078335,0.11638,-0.10644,-0.18576,32.2,11.7,1.7
0.0051962,1.75,0.0036359,0.001,0.6336,11.7,-17.078,32.3,289.43,0.017329,0.007459,0.14775,-0.11722,-0.19105,32.3,11.7,1.7
0.0060134,1.75,0.004208,0.001,0.63249,11.7,-17.079,32.4,289.43,0.017966,0.0069256,0.16377,-0.10874,-0.16763,32.4,11.7,1.7
0.0067931,1.75,0.0047539,0.001,0.63204,11.7,-17.079,32.5,289.44,0.018283,0.0063459,0.1649,-0.088743,-0.12623,32.5,11.7,1.7
0.0074634,1.75,0.0052233,0.001,0.63264,11.7,-17.078,32.6,289.45,0.018264,0.0057603,0.15225,-0.062439,-0.074988,32.6,11.7,1.7
0.007872,1.75,0.0055096,0.001,0.63382,11.7,-17.075,32.7,289.48,0.017886,0.0052307,0.12686,-0.033095,-0.02055,32.7,11.7,1.7
0.0073055,1.75,0.0051133,0.001,0.63498,11.7,-17.072,32.8,289.53,0.016643,0.0048819,0.090472,-0.0021807,0.031167,32.8,11.7,1.7
0.0041512,1.75,0.0029056,0.001,0.63451,11.7,-17.067,32.9,289.64,0.013285,0.0069383,0.04686,0.027868,0.072539,32.9,11.7,1.7
0.000158,1.75,0.0011713,0.01,0.6335,11.7,-17.064,33,289.71,0.010885,0.0091038,0,0,0,33,11.7,1.7
0.00017818,1.75,0.0013327,0.01,0.56363,11.7,-17.063,33.6,291.08,0.014077,0.013383,0,0,0,33.6,11.7,1.7
0.003368,1.75,0.0023574,0.001,0.57278,11.7,-17.065,33.7,290.86,0.012262,0.0081439,-0.047658,0.10378,0.21137,33.7,11.7,1.7
0.005675,1.75,0.0039701,0.001,0.59208,11.7,-17.07,33.8,290.4,0.010311,0.0024745,-0.088338,0.1279,0.19102,33.8,11.7,1.7
0.0062956,1.75,0.0044023,0.001,0.60861,11.7,-17.074,33.9,290,0.0095861,0.0018801,-0.12512,0.12221,0.15244,33.9,11.7,1.7
0.0056624,1.75,0.0039593,0.001,0.61709,11.7,-17.078,34,289.76,0.0084362,0.0016179,-0.15909,0.10287,0.11555,34,11.7,1.7
0.0049781,1.75,0.0034821,0.001,0.61866,11.7,-17.082,34.1,289.64,0.0076,0.0014935,-0.18926,0.077935,0.078646,34.1,11.7,1.7
0.0045721,1.75,0.0031993,0.001,0.61676,11.7,-17.086,34.2,289.6,0.0072846,0.0014936,-0.21437,0.051853,0.039125,34.2,11.7,1.7
0.0043708,1.75,0.0030592,0.001,0.61432,11.7,-17.089,34.3,289.59,0.0073304,0.001582,-0.23356,0.026286,-0.0031968,34.3,11.7,1.7
0.0042521,1.75,0.0029764,0.001,0.61295,11.7,-17.091,34.4,289.58,0.0075676,0.0017334,-0.24654,0.001639,-0.046779,34.4,11.7,1.7
0.0041395,1.75,0.0028977,0.001,0.61338,11.7,-17.091,34.5,289.57,0.0078991,0.0019407,-0.25347,-0.021724,-0.089816,34.5,11.7,1.7
0.0039975,1.75,0.0027984,0.001,0.61578,11.7,-17.089,34.6,289.57,0.0082768,0.0022075,-0.25423,-0.043221,-0.13036,34.6,11.7,1.7
0.00382,1.75,0.0026742,0.001,0.6199,11.7,-17.085,34.7,289.56,0.0086794,0.0025414,-0.24812,-0.062134,-0.16596,34.7,11.7,1.7
0.0036114,1.75,0.0025282,0.001,0.6253,11.7,-17.08,34.8,289.55,0.0090884,0.0029488,-0.23401,-0.07715,-0.19356,34.8,11.7,1.7
0.0033836,1.75,0.0023688,0.001,0.63124,11.7,-17.075,34.9,289.54,0.0094832,0.0034275,-0.21048,-0.086055,-0.20902,34.9,11.7,1.7
0.0031517,1.75,0.0022066,0.001,0.63658,11.7,-17.069,35,289.55,0.0098217,0.0039459,-0.17628,-0.085404,-0.20652,35,11.7,1.7
0.0029172,1.75,0.0020428,0.001,0.63974,11.7,-17.065,35.1,289.56,0.0099654,0.0043846,-0.13101,-0.070368,-0.17835,35.1,11.7,1.7
0.0026171,1.75,0.0018331,0.001,0.63843,11.7,-17.064,35.2,289.62,0.0094853,0.0044226,-0.077738,-0.034757,-0.11468,35.2,11.7,1.7
0.0018045,1.75,0.0012639,0.001,0.6298,11.7,-17.065,35.3,289.77,0.0071761,0.003707,-0.022386,0.025289,-0.012788,35.3,11.7,1.7
0.00011277,1.75,0.00082105,0.01,0.62329,11.7,-17.065,35.4,289.88,0.0053432,0.0031295,0,0,0,35.4,11.7,1.7
0.00013195,1.75,0.00096779,0.01,0.61852,11.8,-17.082,31.9,289.66,0.0074286,0.0051319,0,0,0,31.9,11.8,1.7
0.0022911,1.75,0.0016029,0.001,0.62381,11.8,-17.081,32,289.57,0.010825,0.0066355,0.0279,0.013739,-0.038069,32,11.8,1.7
0.0036081,1.75,0.0025241,0.001,0.63075,11.8,-17.08,32.1,289.46,0.015339,0.0084085,0.07902,-0.068823,-0.14572,32.1,11.8,1.7
0.004401,1.75,0.0030793,0.001,0.63195,11.8,-17.08,32.2,289.43,0.017009,0.0084849,0.12383,-0.10592,-0.1923,32.2,11.8,1.7
0.0051869,1.75,0.0036294,0.001,0.63059,11.8,-17.082,32.3,289.42,0.017895,0.0079709,0.15525,-0.1125,-0.19387,32.3,11.8,1.7
0.0059819,1.75,0.0041859,0.001,0.62903,11.8,-17.083,32.4,289.43,0.018397,0.0073023,0.17022,-0.099864,-0.16683,32.4,11.8,1.7
0.0067294,1.75,0.0047092,0.001,0.62839,11.8,-17.083,32.5,289.43,0.018565,0.0066064,0.16973,-0.076237,-0.12278,32.5,11.8,1.7
0.0073661,1.75,0.0051551,0.001,0.62908,11.8,-17.082,32.6,289.44,0.018407,0.005929,0.15524,-0.047076,-0.070064,32.6,11.8,1.7
0.0077493,1.75,0.0054236,0.001,0.63066,11.8,-17.079,32.7,289.46,0.01793,0.0053405,0.12806,-0.015527,-0.014972,32.7,11.8,1.7
0.0071692,1.75,0.0050178,0.001,0.63257,11.8,-17.075,32.8,289.51,0.016621,0.0049617,0.090175,0.016801,0.036527,32.8,11.8,1.7
0.0040941,1.75,0.0028657,0.001,0.63332,11.8,-17.07,32.9,289.59,0.013431,0.0071922,0.045927,0.046276,0.075971,32.9,11.8,1.7
0.00016033,1.75,0.0011897,0.01,0.63306,11.8,-17.067,33,289.65,0.01123,0.0095419,0,0,0,33,11.8,1.7
0.00017548,1.75,0.0013111,0.01,0.57784,11.8,-17.065,33.6,290.77,0.013622,0.012739,0,0,0,33.6,11.8,1.7
0.0032214,1.75,0.0022545,0.001,0.585,11.8,-17.067,33.7,290.58,0.011727,0.0077296,-0.04433,0.11383,0.20222,33.7,11.8,1.7
0.0053395,1.75,0.0037353,0.001,0.59917,11.8,-17.073,33.8,290.21,0.0096183,0.0022918,-0.085859,0.1329,0.18564,33.8,11.8,1.7
0.0058983,1.75,0.0041251,0.001,0.61026,11.8,-17.078,33.9,289.89,0.0088605,0.0017141,-0.12366,0.12528,0.15216,33.9,11.8,1.7
0.0053295,1.75,0.0037275,0.001,0.61513,11.8,-17.083,34,289.71,0.007848,0.0014873,-0.15785,0.10608,0.11827,34,11.8,1.7
0.0047455,1.75,0.0033201,0.001,0.61477,11.8,-17.087,34.1,289.62,0.0071755,0.0013962,-0.18765,0.082193,0.082552,34.1,11.8,1.7
0.0044128,1.75,0.0030882,0.001,0.61202,11.8,-17.092,34.2,289.58,0.0069684,0.001416,-0.21226,0.057258,0.043227,34.2,11.8,1.7
0.0042523,1.75,0.0029764,0.001,0.60924,11.8,-17.095,34.3,289.57,0.0070748,0.0015147,-0.2312,0.03265,0.00056007,34.3,11.8,1.7
0.0041592,1.75,0.0029114,0.001,0.60775,11.8,-17.097,34.4,289.57,0.0073549,0.001674,-0.24433,0.0086402,-0.043769,34.4,11.8,1.7
0.0040674,1.75,0.0028473,0.001,0.60822,11.8,-17.097,34.5,289.56,0.0077303,0.0018918,-0.25182,-0.014505,-0.087883,34.5,11.8,1.7
0.0039446,1.75,0.0027614,0.001,0.61082,11.8,-17.095,34.6,289.55,0.0081625,0.0021761,-0.25364,-0.036302,-0.1299,34.6,11.8,1.7
0.0037855,1.75,0.00265,0.001,0.61533,11.8,-17.091,34.7,289.54,0.0086352,0.0025392,-0.24901,-0.056156,-0.16759,34.7,11.8,1.7
0.0035925,1.75,0.002515,0.001,0.62135,11.8,-17.085,34.8,289.53,0.0091321,0.002994,-0.23669,-0.072853,-0.19806,34.8,11.8,1.7
0.003375,1.75,0.0023628,0.001,0.62812,11.8,-17.079,34.9,289.53,0.0096325,0.003547,-0.21499,-0.084146,-0.21717,34.9,11.8,1.7
0.0031469,1.75,0.0022033,0.001,0.63447,11.8,-17.072,35,289.53,0.010094,0.0041767,-0.18232,-0.086422,-0.21875,35,11.8,1.7
0.002911,1.75,0.0020384,0.001,0.63874,11.8,-17.067,35.1,289.54,0.010374,0.0047643,-0.13777,-0.074481,-0.19417,35.1,11.8,1.7
0.0026067,1.75,0.0018257,0.001,0.63827,11.8,-17.065,35.2,289.59,0.010003,0.0049402,-0.084429,-0.04147,-0.13207,35.2,11.8,1.7
0.001793,1.75,0.0012557,0.001,0.63001,11.8,-17.066,35.3,289.74,0.0074085,0.003953,-0.026802,0.019157,-0.024259,35.3,11.8,1.7
0.00011183,1.75,0.00081385,0.01,0.6236,11.8,-17.066,35.4,289.85,0.0052506,0.0030488,0,0,0,35.4,11.8,1.7
0.00013147,1.75,0.00096405,0.01,0.61739,11.9,-17.084,31.9,289.64,0.0073715,0.0050729,0,0,0,31.9,11.9,1.7
0.002289,1.75,0.0016014,0.001,0.62241,11.9,-17.083,32,289.55,0.011222,0.0071076,0.032084,0.0085606,-0.046682,32,11.9,1.7
0.0036132,1.75,0.0025276,0.001,0.62881,11.9,-17.082,32.1,289.45,0.016192,0.0093623,0.086094,-0.072623,-0.15792,32.1,11.9,1.7
0.0044078,1.75,0.003084,0.001,0.62926,11.9,-17.083,32.2,289.42,0.017795,0.0092791,0.13204,-0.10585,-0.20127,32.2,11.9,1.7
0.0051794,1.75,0.0036241,0.001,0.62704,11.9,-17.085,32.3,289.42,0.018521,0.0085545,0.16329,-0.10794,-0.19764,32.3,11.9,1.7
0.0059434,1.75,0.004159,0.001,0.62488,11.9,-17.087,32.4,289.42,0.018834,0.0077047,0.17697,-0.090973,-0.16574,32.4,11.9,1.7
0.0066503,1.75,0.0046538,0.001,0.62396,11.9,-17.088,32.5,289.43,0.018818,0.0068695,0.1746,-0.063656,-0.11822,32.5,11.9,1.7
0.0072444,1.75,0.0050699,0.001,0.62474,11.9,-17.087,32.6,289.44,0.018519,0.0061025,0.15797,-0.031672,-0.063606,32.6,11.9,1.7
0.0075682,1.75,0.0052969,0.001,0.62676,11.9,-17.084,32.7,289.45,0.01799,0.0055041,0.12859,0.0017819,-0.0076035,32.7,11.9,1.7
0.0068872,1.75,0.0048205,0.001,0.62931,11.9,-17.08,32.8,289.49,0.016732,0.0052499,0.088693,0.034693,0.044148,32.8,11.9,1.7
0.0039609,1.75,0.0027724,0.001,0.6309,11.9,-17.074,32.9,289.56,0.014045,0.0080932,0.043149,0.062299,0.081982,32.9,11.9,1.7
0.00016721,1.75,0.0012443,0.01,0.63116,11.9,-17.072,33,289.61,0.012298,0.010952,0,0,0,33,11.9,1.7
0.00017829,1.75,0.0013334,0.01,0.58708,11.9,-17.067,33.6,290.55,0.014098,0.013423,0,0,0,33.6,11.9,1.7
0.003065,1.75,0.0021449,0.001,0.59296,11.9,-17.07,33.7,290.39,0.011749,0.0080578,-0.03856,0.12155,0.19689,33.7,11.9,1.7
0.0049733,1.75,0.0034792,0.001,0.60364,11.9,-17.075,33.8,290.07,0.009095,0.0022153,-0.080305,0.13763,0.18396,33.8,11.9,1.7
0.0055364,1.75,0.0038725,0.001,0.61078,11.9,-17.081,33.9,289.81,0.0082681,0.0015902,-0.11876,0.12865,0.15448,33.9,11.9,1.7
0.0050331,1.75,0.0035208,0.001,0.61287,11.9,-17.087,34,289.67,0.0073368,0.0013761,-0.1533,0.10949,0.12326,34,11.9,1.7
0.0045195,1.75,0.0031624,0.001,0.61096,11.9,-17.092,34.1,289.6,0.0067645,0.0013027,-0.18294,0.086504,0.089005,34.1,11.9,1.7
0.0042342,1.75,0.0029635,0.001,0.60746,11.9,-17.097,34.2,289.57,0.0066195,0.0013315,-0.20723,0.062735,0.050467,34.2,11.9,1.7
0.0041004,1.75,0.0028701,0.001,0.60433,11.9,-17.101,34.3,289.56,0.0067579,0.0014333,-0.22601,0.03928,0.0080908,34.3,11.9,1.7
0.0040276,1.75,0.0028194,0.001,0.60263,11.9,-17.103,34.4,289.55,0.0070628,0.0015942,-0.23926,0.016222,-0.036484,34.4,11.9,1.7
0.0039583,1.75,0.002771,0.001,0.60299,11.9,-17.103,34.5,289.54,0.0074727,0.0018167,-0.24731,-0.0063891,-0.081468,34.5,11.9,1.7
0.0038606,1.75,0.0027026,0.001,0.60561,11.9,-17.101,34.6,289.54,0.0079555,0.0021124,-0.25023,-0.028234,-0.12505,34.6,11.9,1.7
