"cellID","alphat","ccz","nut","V","p_rgh","ccy","p","ccx","T","k","epsilon","U:0","U:1","U:2","Cell Type"
20492,0.0090814,1.75,0.00636,0.001,0.50287,10.85,-17.068,33.15,292.17,0.015282,0.0033049,0.11975,-0.11295,0.22564,12
20493,0.0087813,1.75,0.0061484,0.001,0.47678,10.85,-17.067,33.25,292.69,0.014116,0.0029168,0.10126,-0.098737,0.28151,12
20494,0.0086569,1.75,0.0060604,0.001,0.47377,10.85,-17.065,33.35,292.79,0.013559,0.0027303,0.082887,-0.074549,0.30952,12
20495,0.0088771,1.75,0.0062138,0.001,0.49454,10.85,-17.062,33.45,292.45,0.01388,0.0027904,0.062079,-0.039445,0.30523,12
20496,0.0093202,1.75,0.006522,0.001,0.5319,10.85,-17.057,33.55,291.81,0.014399,0.0028609,0.041165,0.0016154,0.27256,12
20497,0.009574,1.75,0.0066967,0.001,0.56976,10.85,-17.053,33.65,291.16,0.014087,0.0026669,0.016728,0.042482,0.22907,12
20498,0.0094782,1.75,0.0066261,0.001,0.60263,10.85,-17.049,33.75,290.61,0.01309,0.0023272,-0.013677,0.068079,0.18334,12
20499,0.0088926,1.75,0.0062146,0.001,0.6238,10.85,-17.047,33.85,290.23,0.011743,0.0019969,-0.045855,0.070447,0.14357,12
20500,0.0078112,1.75,0.0054576,0.001,0.6362,10.85,-17.047,33.95,289.99,0.010121,0.0016891,-0.08023,0.056484,0.10951,12
20501,0.0065332,1.75,0.0045661,0.001,0.64198,10.85,-17.048,34.05,289.86,0.0085797,0.0014509,-0.11273,0.038685,0.080027,12
20502,0.005527,1.75,0.0038658,0.001,0.64351,10.85,-17.049,34.15,289.8,0.0075933,0.0013423,-0.14113,0.02185,0.052448,12
20503,0.0049255,1.75,0.0034472,0.001,0.64285,10.85,-17.052,34.25,289.77,0.0071611,0.0013388,-0.16387,0.0070454,0.024541,12
20504,0.0045822,1.75,0.0032079,0.001,0.64172,10.85,-17.053,34.35,289.76,0.0070498,0.0013944,-0.1798,-0.0063033,-0.0045814,12
20505,0.0043586,1.75,0.0030519,0.001,0.64094,10.85,-17.054,34.45,289.75,0.0070996,0.0014864,-0.18899,-0.019001,-0.034341,12
20506,0.0041697,1.75,0.0029198,0.001,0.64062,10.85,-17.055,34.55,289.75,0.0071953,0.0015959,-0.19094,-0.030992,-0.064217,12
20507,0.003971,1.75,0.0027806,0.001,0.64087,10.85,-17.055,34.65,289.74,0.0072675,0.0017095,-0.18561,-0.041391,-0.092299,12
20508,0.0037456,1.75,0.0026227,0.001,0.64144,10.85,-17.055,34.75,289.73,0.0072831,0.0018202,-0.17315,-0.049042,-0.11594,12
20509,0.0034923,1.75,0.0024453,0.001,0.64214,10.85,-17.054,34.85,289.73,0.0072247,0.0019211,-0.15389,-0.051556,-0.1318,12
20510,0.0032165,1.75,0.0022523,0.001,0.64262,10.85,-17.054,34.95,289.73,0.0070762,0.0020008,-0.12807,-0.04608,-0.1359,12
20511,0.0029213,1.75,0.0020459,0.001,0.64237,10.85,-17.054,35.05,289.74,0.0067917,0.0020291,-0.096442,-0.028994,-0.12385,12
20512,0.0025773,1.75,0.0018056,0.001,0.64057,10.85,-17.054,35.15,289.77,0.0062463,0.0019447,-0.060926,0.0033799,-0.091822,12
20513,0.0020386,1.75,0.0014291,0.001,0.63635,10.85,-17.054,35.25,289.85,0.0051917,0.0016975,-0.025118,0.051062,-0.036762,12
20514,0.0011073,1.75,0.00077526,0.001,0.62823,10.85,-17.055,35.35,289.99,0.0047622,0.0026328,7.0748e-05,0.086282,0.03292,12
20515,0.001364,1.75,0.00095483,0.001,0.63556,10.95,-17.06,31.95,289.75,0.007232,0.0049298,0.0015488,0.089962,0.011973,12
20516,0.0031841,1.75,0.0022282,0.001,0.64495,10.95,-17.059,32.05,289.59,0.011242,0.0051042,0.035056,-0.010732,-0.089882,12
20517,0.0040342,1.75,0.0028233,0.001,0.64797,10.95,-17.058,32.15,289.55,0.013068,0.0054442,0.076364,-0.078916,-0.15303,12
20518,0.0047612,1.75,0.0033321,0.001,0.64789,10.95,-17.058,32.25,289.55,0.014098,0.0053683,0.1145,-0.11827,-0.17813,12
20519,0.0054988,1.75,0.0038485,0.001,0.64622,10.95,-17.059,32.35,289.56,0.014814,0.0051325,0.14427,-0.1373,-0.17506,12
20520,0.0062248,1.75,0.0043568,0.001,0.6438,10.95,-17.061,32.45,289.58,0.015295,0.0048325,0.16416,-0.14311,-0.15234,12
20521,0.0069083,1.75,0.0048355,0.001,0.64101,10.95,-17.062,32.55,289.6,0.015561,0.0045071,0.17353,-0.1411,-0.11706,12
20522,0.0075641,1.75,0.0052954,0.001,0.63701,10.95,-17.063,32.65,289.65,0.015734,0.0042077,0.17273,-0.13553,-0.073852,12
20523,0.0082494,1.75,0.0057767,0.001,0.62838,10.95,-17.064,32.75,289.8,0.016074,0.0040256,0.16184,-0.12929,-0.023861,12
20524,0.0089252,1.75,0.0062518,0.001,0.60852,10.95,-17.065,32.85,290.18,0.016814,0.0040699,0.14371,-0.12594,0.037003,12
20525,0.009227,1.75,0.0064643,0.001,0.56675,10.95,-17.065,32.95,290.98,0.017263,0.0041491,0.11958,-0.12615,0.11409,12
20526,0.0088846,1.75,0.0062231,0.001,0.50049,10.95,-17.065,33.05,292.28,0.016028,0.0037155,0.10044,-0.13487,0.20717,12
20527,0.0081964,1.75,0.0057387,0.001,0.43683,10.95,-17.067,33.15,293.47,0.013709,0.0029473,0.088224,-0.13109,0.29398,12
20528,0.0075465,1.75,0.0052822,0.001,0.3993,10.95,-17.066,33.25,294.22,0.011755,0.0023542,0.070007,-0.12168,0.35726,12
20529,0.0072092,1.75,0.0050461,0.001,0.39282,10.95,-17.064,33.35,294.39,0.010976,0.0021488,0.05613,-0.10134,0.38778,12
20530,0.0074296,1.75,0.0052012,0.001,0.4193,10.95,-17.061,33.45,293.93,0.011731,0.0023812,0.040602,-0.066724,0.38279,12
20531,0.0082526,1.75,0.0057774,0.001,0.47372,10.95,-17.056,33.55,292.97,0.013688,0.0029186,0.029754,-0.02249,0.34201,12
20532,0.0092009,1.75,0.0064381,0.001,0.53514,10.95,-17.053,33.65,291.83,0.014786,0.0030564,0.012318,0.032507,0.27716,12
20533,0.0095665,1.75,0.0066893,0.001,0.58451,10.95,-17.05,33.75,290.94,0.014021,0.0026448,-0.016165,0.067667,0.21237,12
20534,0.00914,1.75,0.0063878,0.001,0.61475,10.95,-17.049,33.85,290.37,0.012459,0.0021871,-0.047502,0.075637,0.15991,12
20535,0.008008,1.75,0.0055942,0.001,0.63212,10.95,-17.049,33.95,290.04,0.010645,0.0018231,-0.082744,0.063017,0.11931,12
20536,0.0066226,1.75,0.0046273,0.001,0.64017,10.95,-17.05,34.05,289.86,0.0089471,0.001557,-0.11637,0.043846,0.086791,12
20537,0.0055389,1.75,0.0038732,0.001,0.64253,10.95,-17.052,34.15,289.78,0.0078483,0.0014313,-0.14637,0.024727,0.057407,12
20538,0.0049051,1.75,0.0034324,0.001,0.64197,10.95,-17.054,34.25,289.74,0.0073573,0.0014193,-0.17061,0.007573,0.027872,12
20539,0.0045564,1.75,0.0031896,0.001,0.64069,10.95,-17.056,34.35,289.73,0.0072281,0.0014742,-0.1878,-0.0080312,-0.0028978,12
20540,0.004336,1.75,0.0030357,0.001,0.63975,10.95,-17.057,34.45,289.73,0.0072757,0.0015694,-0.19775,-0.022717,-0.034306,12
20541,0.0041519,1.75,0.002907,0.001,0.6394,10.95,-17.058,34.55,289.72,0.007383,0.0016876,-0.20025,-0.036419,-0.065645,12
20542,0.0039589,1.75,0.0027719,0.001,0.6397,10.95,-17.058,34.65,289.71,0.0074764,0.0018149,-0.19526,-0.048142,-0.094909,12
20543,0.0037412,1.75,0.0026195,0.001,0.64048,10.95,-17.057,34.75,289.71,0.0075238,0.0019449,-0.18279,-0.05651,-0.11934,12
20544,0.003498,1.75,0.0024491,0.001,0.64148,10.95,-17.056,34.85,289.7,0.0075052,0.0020699,-0.16293,-0.059387,-0.13551,12
20545,0.0032341,1.75,0.0022646,0.001,0.64228,10.95,-17.056,34.95,289.7,0.0073982,0.0021752,-0.13587,-0.054068,-0.13932,12
20546,0.0029525,1.75,0.0020676,0.001,0.64227,10.95,-17.055,35.05,289.71,0.0071488,0.0022245,-0.10232,-0.037075,-0.12623,12
20547,0.002624,1.75,0.0018382,0.001,0.64051,10.95,-17.055,35.15,289.75,0.0066195,0.0021453,-0.064409,-0.0046664,-0.092174,12
20548,0.0020966,1.75,0.0014698,0.001,0.63611,10.95,-17.055,35.25,289.83,0.0054862,0.001843,-0.025701,0.044468,-0.03395,12
20549,0.001119,1.75,0.0007835,0.001,0.62739,10.95,-17.056,35.35,289.98,0.0048637,0.0027172,0.0008153,0.083986,0.037191,12
20550,0.0013595,1.75,0.00095164,0.001,0.63369,11.05,-17.063,31.95,289.73,0.007183,0.0048796,0.0010186,0.086877,0.018312,12
20551,0.003221,1.75,0.0022539,0.001,0.64345,11.05,-17.061,32.05,289.57,0.011568,0.0053432,0.035511,-0.016871,-0.089159,12
20552,0.0040597,1.75,0.002841,0.001,0.64661,11.05,-17.06,32.15,289.53,0.013404,0.0056912,0.077007,-0.084577,-0.15492,12
20553,0.0047973,1.75,0.0033573,0.001,0.64661,11.05,-17.06,32.25,289.52,0.014452,0.0055986,0.11477,-0.12292,-0.18046,12
20554,0.0055602,1.75,0.0038913,0.001,0.64509,11.05,-17.061,32.35,289.53,0.015203,0.0053455,0.14324,-0.14075,-0.17654,12
20555,0.0063208,1.75,0.0044239,0.001,0.64296,11.05,-17.063,32.45,289.55,0.015729,0.0050332,0.16087,-0.14517,-0.15202,12
20556,0.0070454,1.75,0.0049315,0.001,0.64056,11.05,-17.064,32.55,289.57,0.016054,0.0047034,0.16686,-0.14151,-0.11406,12
20557,0.0077477,1.75,0.005424,0.001,0.63686,11.05,-17.064,32.65,289.64,0.016312,0.0044149,0.16155,-0.1339,-0.067285,12
20558,0.0084644,1.75,0.0059276,0.001,0.62718,11.05,-17.064,32.75,289.83,0.01678,0.0042751,0.14468,-0.12563,-0.01245,12
20559,0.0090502,1.75,0.0063399,0.001,0.60235,11.05,-17.063,32.85,290.33,0.017577,0.0043859,0.12009,-0.12118,0.055833,12
20560,0.0089436,1.75,0.0062656,0.001,0.54412,11.05,-17.063,32.95,291.46,0.017439,0.0043685,0.088404,-0.12393,0.14531,12
20561,0.0079454,1.75,0.0055643,0.001,0.44211,11.05,-17.061,33.05,293.48,0.01438,0.0033447,0.068265,-0.14523,0.25059,12
20562,0.0069938,1.75,0.0048957,0.001,0.35488,11.05,-17.065,33.15,295.11,0.011094,0.0022624,0.062094,-0.14439,0.34099,12
20563,0.0063839,1.75,0.004468,0.001,0.30851,11.05,-17.064,33.25,296.03,0.0091624,0.001691,0.043484,-0.13974,0.40044,12
20564,0.0060338,1.75,0.0042234,0.001,0.29715,11.05,-17.062,33.35,296.28,0.0085173,0.0015459,0.034549,-0.12502,0.42895,12
20565,0.0060349,1.75,0.0042253,0.001,0.32112,11.05,-17.06,33.45,295.86,0.009062,0.0017492,0.022294,-0.095181,0.43103,12
20566,0.0067654,1.75,0.0047388,0.001,0.38777,11.05,-17.054,33.55,294.67,0.011379,0.002459,0.025654,-0.051856,0.40044,12
20567,0.0083018,1.75,0.0058136,0.001,0.48216,11.05,-17.053,33.65,292.86,0.014496,0.003253,0.016743,0.021467,0.33257,12
20568,0.0093608,1.75,0.0065489,0.001,0.55853,11.05,-17.05,33.75,291.43,0.014984,0.0030853,-0.01349,0.068638,0.24735,12
20569,0.0092737,1.75,0.0064822,0.001,0.60297,11.05,-17.051,33.85,290.56,0.013438,0.0025071,-0.046973,0.082519,0.17814,12
20570,0.008165,1.75,0.0057034,0.001,0.62711,11.05,-17.051,33.95,290.09,0.011336,0.0020277,-0.0852,0.070799,0.12894,12
20571,0.0066961,1.75,0.0046777,0.001,0.63786,11.05,-17.052,34.05,289.86,0.0093772,0.0016918,-0.12114,0.050189,0.092417,12
20572,0.0055494,1.75,0.0038798,0.001,0.64102,11.05,-17.054,34.15,289.76,0.0081202,0.0015295,-0.15322,0.028873,0.060665,12
20573,0.0048934,1.75,0.0034238,0.001,0.64048,11.05,-17.056,34.25,289.72,0.0075582,0.0015016,-0.17894,0.0094141,0.029118,12
20574,0.0045433,1.75,0.0031801,0.001,0.63903,11.05,-17.059,34.35,289.71,0.0074086,0.0015534,-0.1971,-0.0084313,-0.0035912,12
20575,0.0043275,1.75,0.0030296,0.001,0.63799,11.05,-17.06,34.45,289.7,0.0074592,0.0016529,-0.20762,-0.02514,-0.036771,12
20576,0.0041469,1.75,0.0029033,0.001,0.63767,11.05,-17.06,34.55,289.7,0.0075787,0.0017805,-0.21038,-0.040557,-0.069665,12
20577,0.0039568,1.75,0.0027703,0.001,0.63815,11.05,-17.06,34.65,289.69,0.0076937,0.001923,-0.20546,-0.053624,-0.10011,12
20578,0.0037433,1.75,0.0026207,0.001,0.63924,11.05,-17.059,34.75,289.68,0.0077724,0.0020745,-0.19275,-0.062897,-0.12526,12
20579,0.0035066,1.75,0.002455,0.001,0.64064,11.05,-17.058,34.85,289.68,0.0077935,0.0022267,-0.17222,-0.066394,-0.1416,12
20580,0.0032523,1.75,0.0022772,0.001,0.64184,11.05,-17.057,34.95,289.68,0.007731,0.0023622,-0.14395,-0.061511,-0.14496,12
20581,0.0029841,1.75,0.0020897,0.001,0.64211,11.05,-17.056,35.05,289.69,0.0075252,0.0024389,-0.10856,-0.044844,-0.13063,12
20582,0.0026743,1.75,0.0018734,0.001,0.64042,11.05,-17.056,35.15,289.73,0.0070247,0.0023707,-0.06827,-0.012516,-0.094199,12
20583,0.0021675,1.75,0.0015195,0.001,0.6359,11.05,-17.056,35.25,289.81,0.0058415,0.0020211,-0.026553,0.037617,-0.032106,12
20584,0.001131,1.75,0.00079191,0.001,0.62658,11.05,-17.058,35.35,289.97,0.0049684,0.0028054,0.0017331,0.081466,0.041371,12
20585,0.0013602,1.75,0.00095213,0.001,0.63167,11.15,-17.066,31.95,289.71,0.0071901,0.0048867,0.00056795,0.084342,0.023643,12
20586,0.0032433,1.75,0.0022695,0.001,0.64172,11.15,-17.064,32.05,289.55,0.011857,0.0055751,0.036125,-0.021368,-0.088853,12
20587,0.004071,1.75,0.0028488,0.001,0.64504,11.15,-17.063,32.15,289.51,0.013703,0.005932,0.077797,-0.088432,-0.15697,12
20588,0.0048179,1.75,0.0033716,0.001,0.64519,11.15,-17.063,32.25,289.5,0.014776,0.0058282,0.11517,-0.12543,-0.18294,12
20589,0.0056041,1.75,0.003922,0.001,0.64392,11.15,-17.064,32.35,289.51,0.01557,0.005563,0.1424,-0.14152,-0.17829,12
20590,0.006397,1.75,0.0044771,0.001,0.64218,11.15,-17.065,32.45,289.52,0.016149,0.0052424,0.15797,-0.14383,-0.15218,12
20591,0.0071568,1.75,0.0050093,0.001,0.64034,11.15,-17.065,32.55,289.55,0.01653,0.0049091,0.16099,-0.13765,-0.11191,12
20592,0.0078867,1.75,0.0055213,0.001,0.63726,11.15,-17.065,32.65,289.62,0.016845,0.0046256,0.15178,-0.12692,-0.06222,12
20593,0.0085807,1.75,0.0060091,0.001,0.62745,11.15,-17.064,32.75,289.83,0.017346,0.0045062,0.12978,-0.11523,-0.0039026,12
20594,0.0089412,1.75,0.0062635,0.001,0.59921,11.15,-17.061,32.85,290.43,0.017931,0.0046198,0.099695,-0.10774,0.068771,12
20595,0.0081365,1.75,0.0056994,0.001,0.52364,11.15,-17.06,32.95,291.91,0.016542,0.0043211,0.060497,-0.11254,0.16498,12
20596,0.0065134,1.75,0.0045607,0.001,0.37071,11.15,-17.056,33.05,294.96,0.011444,0.0025844,0.041385,-0.15177,0.25996,12
20597,0.0060528,1.75,0.0042379,0.001,0.26981,11.15,-17.063,33.15,296.8,0.0087738,0.0016348,0.044148,-0.14996,0.33284,12
20598,0.0060866,1.75,0.004262,0.001,0.22832,11.15,-17.062,33.25,297.62,0.008145,0.0014009,0.023393,-0.14739,0.37286,12
20599,0.0060092,1.75,0.0042078,0.001,0.21742,11.15,-17.061,33.35,297.85,0.0081826,0.0014321,0.018019,-0.13806,0.39116,12
20600,0.0058021,1.75,0.004063,0.001,0.2319,11.15,-17.06,33.45,297.59,0.0084781,0.0015922,0.0050281,-0.11759,0.39861,12
20601,0.0058766,1.75,0.0041171,0.001,0.29265,11.15,-17.053,33.55,296.54,0.0098879,0.0021373,0.021308,-0.083846,0.39294,12
20602,0.0071645,1.75,0.0050213,0.001,0.41364,11.15,-17.055,33.65,294.15,0.012584,0.0028385,0.023032,0.011681,0.376,12
20603,0.008914,1.75,0.0062408,0.001,0.52705,11.15,-17.052,33.75,292.02,0.015266,0.0033608,-0.012336,0.075119,0.28033,12
20604,0.0092569,1.75,0.006472,0.001,0.5899,11.15,-17.053,33.85,290.77,0.014303,0.0028448,-0.048592,0.093368,0.19454,12
20605,0.0082256,1.75,0.0057457,0.001,0.62169,11.15,-17.053,33.95,290.15,0.011985,0.00225,-0.089937,0.081019,0.13685,12
20606,0.0067141,1.75,0.0046898,0.001,0.63516,11.15,-17.055,34.05,289.86,0.0097522,0.0018251,-0.12801,0.058262,0.096396,12
20607,0.0055346,1.75,0.003869,0.001,0.63897,11.15,-17.057,34.15,289.74,0.0083405,0.0016182,-0.16175,0.034444,0.062189,12
20608,0.0048744,1.75,0.0034103,0.001,0.63834,11.15,-17.06,34.25,289.7,0.0077217,0.0015735,-0.18846,0.012503,0.028475,12
20609,0.004531,1.75,0.0031713,0.001,0.63674,11.15,-17.062,34.35,289.69,0.0075629,0.0016232,-0.20711,-0.0076336,-0.0063204,12
20610,0.0043239,1.75,0.0030268,0.001,0.63565,11.15,-17.063,34.45,289.68,0.0076261,0.0017292,-0.2179,-0.026385,-0.04133,12
20611,0.004147,1.75,0.0029032,0.001,0.63545,11.15,-17.064,34.55,289.67,0.0077628,0.0018681,-0.22072,-0.043516,-0.075823,12
20612,0.0039583,1.75,0.0027712,0.001,0.63621,11.15,-17.063,34.65,289.67,0.0079029,0.0020284,-0.21573,-0.057943,-0.10744,12
20613,0.0037465,1.75,0.0026229,0.001,0.63772,11.15,-17.062,34.75,289.66,0.0080155,0.0022046,-0.20277,-0.068256,-0.13326,12
20614,0.0035137,1.75,0.0024598,0.001,0.63961,11.15,-17.061,34.85,289.66,0.008079,0.0023881,-0.18166,-0.072582,-0.14973,12
20615,0.003267,1.75,0.0022874,0.001,0.64129,11.15,-17.059,34.95,289.66,0.0080661,0.0025599,-0.15232,-0.068392,-0.15259,12
20616,0.0030118,1.75,0.002109,0.001,0.64193,11.15,-17.058,35.05,289.67,0.0079137,0.0026726,-0.11525,-0.052305,-0.13692,12
20617,0.0027224,1.75,0.0019069,0.001,0.64038,11.15,-17.057,35.15,289.71,0.00746,0.0026266,-0.072633,-0.020305,-0.097966,12
20618,0.0022433,1.75,0.0015725,0.001,0.63575,11.15,-17.058,35.25,289.79,0.0062557,0.0022398,-0.02786,0.030528,-0.031488,12
20619,0.0011431,1.75,0.00080036,0.001,0.62579,11.15,-17.059,35.35,289.96,0.0050751,0.0028963,0.0027642,0.078754,0.04522,12
20620,0.0013644,1.75,0.00095508,0.001,0.62953,11.25,-17.068,31.95,289.7,0.0072345,0.0049319,0.00022155,0.082219,0.027954,12
20621,0.0032526,1.75,0.0022758,0.001,0.63981,11.25,-17.067,32.05,289.53,0.012114,0.0058035,0.037047,-0.02463,-0.088838,12
20622,0.0040704,1.75,0.0028483,0.001,0.6433,11.25,-17.066,32.15,289.49,0.013983,0.0061785,0.079069,-0.090838,-0.159,12
20623,0.0048248,1.75,0.0033763,0.001,0.64361,11.25,-17.066,32.25,289.48,0.015088,0.0060685,0.1162,-0.12615,-0.18533,12
20624,0.0056305,1.75,0.0039403,0.001,0.6426,11.25,-17.066,32.35,289.49,0.015925,0.0057926,0.1424,-0.13999,-0.18004,12
20625,0.0064493,1.75,0.0045136,0.001,0.64126,11.25,-17.067,32.45,289.5,0.01655,0.0054616,0.15624,-0.13961,-0.15258,12
20626,0.0072321,1.75,0.0050619,0.001,0.64005,11.25,-17.067,32.55,289.53,0.016965,0.0051175,0.15693,-0.13024,-0.11047,12
20627,0.0079601,1.75,0.0055724,0.001,0.63791,11.25,-17.066,32.65,289.59,0.017271,0.0048178,0.14486,-0.11561,-0.05887,12
20628,0.0085598,1.75,0.005994,0.001,0.62933,11.25,-17.064,32.75,289.79,0.017634,0.0046693,0.1194,-0.099339,0.00067077,12
20629,0.0085351,1.75,0.0059784,0.001,0.60154,11.25,-17.06,32.85,290.4,0.017685,0.0047081,0.085733,-0.086703,0.072663,12
20630,0.0066244,1.75,0.004639,0.001,0.51332,11.25,-17.058,32.95,292.15,0.014575,0.0041212,0.040971,-0.092147,0.16579,12
20631,0.0047789,1.75,0.0033464,0.001,0.2876,11.25,-17.053,33.05,296.64,0.0079957,0.0017194,0.020767,-0.16068,0.20578,12
20632,0.0054742,1.75,0.003835,0.001,0.20123,11.25,-17.062,33.15,298.14,0.0072147,0.0012216,0.030974,-0.14953,0.24386,12
20633,0.0060103,1.75,0.0042101,0.001,0.17899,11.25,-17.061,33.25,298.59,0.0078376,0.0013132,0.0091461,-0.14705,0.26094,12
20634,0.0060209,1.75,0.0042165,0.001,0.17393,11.25,-17.061,33.35,298.7,0.0082677,0.001459,0.0065032,-0.14236,0.26753,12
20635,0.0056914,1.75,0.0039854,0.001,0.18071,11.25,-17.061,33.45,298.57,0.0085178,0.0016384,-0.0074638,-0.13179,0.27195,12
20636,0.005299,1.75,0.0037117,0.001,0.22442,11.25,-17.053,33.55,297.86,0.0097173,0.0022897,0.015706,-0.11689,0.28049,12
20637,0.006166,1.75,0.0043237,0.001,0.35721,11.25,-17.058,33.65,295.19,0.010902,0.002474,0.02232,0.0083343,0.37583,12
20638,0.0083784,1.75,0.005869,0.001,0.50413,11.25,-17.055,33.75,292.4,0.014693,0.0033105,-0.020141,0.088899,0.29388,12
20639,0.0090501,1.75,0.0063286,0.001,0.58,11.25,-17.056,33.85,290.9,0.014543,0.0030077,-0.057148,0.10724,0.20294,12
20640,0.0081147,1.75,0.0056687,0.001,0.61708,11.25,-17.056,33.95,290.18,0.012262,0.0023871,-0.099263,0.092567,0.14108,12
20641,0.0066235,1.75,0.0046266,0.001,0.63225,11.25,-17.058,34.05,289.85,0.0099032,0.0019078,-0.13778,0.067283,0.098274,12
20642,0.0054681,1.75,0.0038227,0.001,0.63628,11.25,-17.061,34.15,289.72,0.0084332,0.0016744,-0.17188,0.040952,0.062111,12
20643,0.0048363,1.75,0.0033836,0.001,0.63548,11.25,-17.064,34.25,289.68,0.0078132,0.0016238,-0.19869,0.016593,0.026359,12
20644,0.0045143,1.75,0.0031596,0.001,0.63374,11.25,-17.066,34.35,289.67,0.007674,0.0016775,-0.21726,-0.0057316,-0.010471,12
20645,0.00432,1.75,0.003024,0.001,0.63266,11.25,-17.067,34.45,289.66,0.0077605,0.0017924,-0.22792,-0.026406,-0.047386,12
20646,0.0041478,1.75,0.0029037,0.001,0.63268,11.25,-17.068,34.55,289.65,0.007922,0.0019452,-0.23068,-0.045171,-0.083462,12
20647,0.0039601,1.75,0.0027723,0.001,0.63383,11.25,-17.067,34.65,289.65,0.0080929,0.0021262,-0.22565,-0.060949,-0.11624,12
20648,0.0037486,1.75,0.0026242,0.001,0.63586,11.25,-17.065,34.75,289.64,0.008244,0.0023308,-0.21255,-0.072412,-0.14275,12
20649,0.0035175,1.75,0.0024625,0.001,0.63834,11.25,-17.063,34.85,289.63,0.0083541,0.0025508,-0.19105,-0.077773,-0.15942,12
20650,0.0032765,1.75,0.0022939,0.001,0.64061,11.25,-17.061,34.95,289.63,0.008396,0.0027657,-0.16089,-0.074541,-0.1619,12
20651,0.0030326,1.75,0.0021235,0.001,0.6417,11.25,-17.059,35.05,289.65,0.0083058,0.0029239,-0.12237,-0.0593,-0.14502,12
20652,0.0027632,1.75,0.0019354,0.001,0.64038,11.25,-17.058,35.15,289.68,0.0079125,0.0029115,-0.07753,-0.027879,-0.10359,12
20653,0.0023156,1.75,0.0016229,0.001,0.63566,11.25,-17.059,35.25,289.77,0.0067117,0.002498,-0.029781,0.023354,-0.032449,12
20654,0.0011546,1.75,0.00080842,0.001,0.62506,11.25,-17.06,35.35,289.95,0.005178,0.0029849,0.0038283,0.075899,0.048474,12
20655,0.0013704,1.75,0.00095925,0.001,0.62733,11.35,-17.071,31.95,289.69,0.0072977,0.0049967,-1.647e-05,0.080334,0.031302,12
20656,0.0032515,1.75,0.0022749,0.001,0.6378,11.35,-17.069,32.05,289.52,0.012358,0.0060416,0.038406,-0.027137,-0.08916,12
20657,0.0040613,1.75,0.0028418,0.001,0.64144,11.35,-17.068,32.15,289.48,0.014268,0.0064478,0.081101,-0.09223,-0.16105,12
20658,0.0048213,1.75,0.0033737,0.001,0.64185,11.35,-17.068,32.25,289.47,0.015408,0.0063336,0.11824,-0.1255,-0.18757,12
20659,0.0056409,1.75,0.0039474,0.001,0.64105,11.35,-17.069,32.35,289.47,0.01628,0.0060425,0.14366,-0.13668,-0.18161,12
20660,0.0064767,1.75,0.0045326,0.001,0.64004,11.35,-17.069,32.45,289.48,0.016932,0.0056927,0.15617,-0.13322,-0.15296,12
20661,0.0072676,1.75,0.0050866,0.001,0.63938,11.35,-17.069,32.55,289.5,0.017345,0.0053228,0.15521,-0.12042,-0.10948,12
20662,0.0079644,1.75,0.0055751,0.001,0.63831,11.35,-17.067,32.65,289.55,0.017559,0.0049771,0.14141,-0.10181,-0.057009,12
20663,0.0084061,1.75,0.0058855,0.001,0.63245,11.35,-17.065,32.75,289.71,0.017613,0.0047439,0.11454,-0.080857,0.0012299,12
20664,0.0078279,1.75,0.0054818,0.001,0.61137,11.35,-17.061,32.85,290.2,0.016934,0.0047081,0.07982,-0.061841,0.066682,12
20665,0.0042877,1.75,0.0030019,0.001,0.52722,11.35,-17.058,32.95,291.89,0.012515,0.0046959,0.030822,-0.065557,0.14534,12
20666,0.0028868,1.75,0.0020212,0.001,0.19495,11.35,-17.049,33.05,298.51,0.0036965,0.00060843,-0.001458,-0.17834,0.07358,12
20667,0.0047679,1.75,0.0033392,0.001,0.15683,11.35,-17.063,33.15,298.98,0.0039123,0.00041253,0.015394,-0.15009,0.080732,12
20668,0.0049068,1.75,0.0034355,0.001,0.15634,11.35,-17.061,33.25,299.04,0.0041999,0.00046208,0.00011906,-0.14505,0.082968,12
20669,0.0047273,1.75,0.0033095,0.001,0.15596,11.35,-17.06,33.35,299.05,0.0042291,0.00048638,0.0017676,-0.14393,0.082746,12
20670,0.0043383,1.75,0.0030372,0.001,0.15498,11.35,-17.062,33.45,299.04,0.0041457,0.00050929,-0.0076228,-0.14437,0.082016,12
20671,0.0031505,1.75,0.0022061,0.001,0.17583,11.35,-17.052,33.55,298.82,0.0046784,0.00089291,0.019407,-0.15425,0.085595,12
20672,0.0041758,1.75,0.0029283,0.001,0.35151,11.35,-17.064,33.65,295.19,0.01045,0.0033561,0.0095813,0.0080349,0.32843,12
20673,0.0076248,1.75,0.0053415,0.001,0.50553,11.35,-17.059,33.75,292.29,0.013683,0.0031548,-0.04163,0.1058,0.28125,12
20674,0.0085988,1.75,0.0060135,0.001,0.57776,11.35,-17.061,33.85,290.86,0.013932,0.002905,-0.073566,0.11916,0.20018,12
20675,0.007786,1.75,0.00544,0.001,0.61449,11.35,-17.06,33.95,290.15,0.011946,0.0023608,-0.11328,0.10263,0.14083,12
20676,0.0063993,1.75,0.0044707,0.001,0.62935,11.35,-17.062,34.05,289.82,0.0097219,0.0019027,-0.14988,0.075537,0.098067,12
