"cellID","alphat","ccz","nut","V","p_rgh","ccy","p","ccx","T","k","epsilon","U:0","U:1","U:2","Cell Type"
21159,0.0021652,1.75,0.0015162,0.001,0.57182,12.85,-17.138,34.65,289.47,0.0065567,0.0025519,-0.17378,-0.079049,-0.055038,12
21160,0.0022863,1.75,0.001601,0.001,0.57499,12.85,-17.135,34.75,289.46,0.0073527,0.0030391,-0.16898,-0.083792,-0.12143,12
21161,0.0024798,1.75,0.0017364,0.001,0.58083,12.85,-17.13,34.85,289.45,0.0084742,0.0037222,-0.16144,-0.08427,-0.19169,12
21162,0.002715,1.75,0.0019009,0.001,0.58926,12.85,-17.122,34.95,289.44,0.0099194,0.0046585,-0.15064,-0.07943,-0.26157,12
21163,0.0028996,1.75,0.0020302,0.001,0.5996,12.85,-17.112,35.05,289.43,0.011675,0.0060419,-0.13434,-0.06766,-0.32235,12
21164,0.0029011,1.75,0.0020312,0.001,0.61039,12.85,-17.101,35.15,289.43,0.014068,0.0087694,-0.10784,-0.048104,-0.35442,12
21165,0.0027807,1.75,0.001947,0.001,0.61765,12.85,-17.094,35.25,289.43,0.018311,0.015499,-0.068743,-0.020746,-0.31531,12
21166,0.0025098,1.75,0.0017569,0.001,0.61941,12.85,-17.092,35.35,289.43,0.024479,0.030694,-0.017235,0.013234,-0.12162,12
21167,0.002246,1.75,0.001572,0.001,0.58892,12.95,-17.122,31.95,289.45,0.019619,0.022036,0.018258,-0.024369,-0.068774,12
21168,0.0033218,1.75,0.0023236,0.001,0.58887,12.95,-17.123,32.05,289.43,0.022461,0.01954,0.083301,-0.067982,-0.21127,12
21169,0.0035847,1.75,0.0025079,0.001,0.57983,12.95,-17.131,32.15,289.45,0.020731,0.015424,0.14093,-0.091807,-0.20197,12
21170,0.0035241,1.75,0.0024657,0.001,0.56652,12.95,-17.142,32.25,289.49,0.01783,0.011604,0.17726,-0.099838,-0.119,12
21171,0.0033129,1.75,0.0023181,0.001,0.55771,12.95,-17.149,32.35,289.53,0.014579,0.008252,0.1862,-0.094012,-0.018053,12
21172,0.0030351,1.75,0.0021242,0.001,0.55496,12.95,-17.15,32.45,289.56,0.011517,0.0056202,0.17128,-0.077361,0.068558,12
21173,0.0028689,1.75,0.0020081,0.001,0.55717,12.95,-17.147,32.55,289.58,0.0093082,0.0038832,0.14182,-0.056088,0.13049,12
21174,0.0031443,1.75,0.0022013,0.001,0.56268,12.95,-17.142,32.65,289.57,0.009438,0.0036419,0.10823,-0.028816,0.17108,12
21175,0.0045394,1.75,0.0031782,0.001,0.57007,12.95,-17.136,32.75,289.54,0.021225,0.012757,0.08472,0.013552,0.22224,12
21176,0.0081793,1.75,0.0057257,0.001,0.57714,12.95,-17.131,32.85,289.5,0.059931,0.056457,0.074515,0.056311,0.35856,12
21177,0.01213,1.75,0.0084913,0.001,0.58446,12.95,-17.125,32.95,289.47,0.11877,0.14952,0.055252,0.063537,0.57175,12
21178,0.01491,1.75,0.010437,0.001,0.59659,12.95,-17.114,33.05,289.45,0.17331,0.25901,0.037251,0.048201,0.79561,12
21179,0.015976,1.75,0.011184,0.001,0.60277,12.95,-17.108,33.15,289.44,0.19251,0.29823,0.014233,0.016996,0.88495,12
21180,0.015893,1.75,0.011126,0.001,0.60822,12.95,-17.103,33.25,289.45,0.19786,0.31671,-0.03538,0.025242,0.95377,12
21181,0.015539,1.75,0.010878,0.001,0.60982,12.95,-17.101,33.35,289.45,0.19813,0.32478,-0.073542,0.057306,1.0026,12
21182,0.015051,1.75,0.010536,0.001,0.60516,12.95,-17.105,33.45,289.46,0.19149,0.3132,-0.1161,0.089193,0.96718,12
21183,0.013507,1.75,0.0094557,0.001,0.60218,12.95,-17.107,33.55,289.49,0.16605,0.26244,-0.13435,0.12077,0.80916,12
21184,0.0099134,1.75,0.0069408,0.001,0.59614,12.95,-17.111,33.65,289.52,0.10143,0.13341,-0.14746,0.12445,0.52765,12
21185,0.0054638,1.75,0.0038259,0.001,0.59488,12.95,-17.111,33.75,289.54,0.040803,0.039166,-0.15505,0.1105,0.31532,12
21186,0.0024702,1.75,0.0017294,0.001,0.59336,12.95,-17.113,33.85,289.54,0.011278,0.0066197,-0.14681,0.076913,0.2096,12
21187,0.0021877,1.75,0.0015314,0.001,0.59053,12.95,-17.116,33.95,289.53,0.0047513,0.0013267,-0.13962,0.044204,0.18398,12
21188,0.0022558,1.75,0.0015794,0.001,0.58613,12.95,-17.12,34.05,289.53,0.0042466,0.0010276,-0.14002,0.018651,0.17932,12
21189,0.0020791,1.75,0.0014559,0.001,0.58123,12.95,-17.125,34.15,289.54,0.004517,0.0012613,-0.14755,-0.0038344,0.17233,12
21190,0.0019703,1.75,0.0013797,0.001,0.5764,12.95,-17.13,34.25,289.54,0.0050216,0.0016449,-0.15814,-0.02488,0.15663,12
21191,0.0019515,1.75,0.0013666,0.001,0.57242,12.95,-17.134,34.35,289.54,0.005645,0.0020987,-0.1701,-0.043783,0.12973,12
21192,0.0019913,1.75,0.0013945,0.001,0.56971,12.95,-17.137,34.45,289.53,0.0063353,0.0025904,-0.18114,-0.060114,0.091002,12
21193,0.0020659,1.75,0.0014468,0.001,0.56878,12.95,-17.139,34.55,289.51,0.0070609,0.0031014,-0.18913,-0.073195,0.040362,12
21194,0.0021659,1.75,0.0015167,0.001,0.57015,12.95,-17.139,34.65,289.49,0.0078265,0.0036347,-0.19149,-0.082016,-0.021206,12
21195,0.0023036,1.75,0.0016131,0.001,0.57412,12.95,-17.136,34.75,289.47,0.0087215,0.0042438,-0.18729,-0.085297,-0.089973,12
21196,0.0024936,1.75,0.001746,0.001,0.58041,12.95,-17.13,34.85,289.45,0.0098875,0.0050392,-0.17874,-0.082817,-0.16049,12
21197,0.0027173,1.75,0.0019026,0.001,0.58882,12.95,-17.122,34.95,289.44,0.011318,0.0060597,-0.16608,-0.07456,-0.2281,12
21198,0.0029146,1.75,0.0020408,0.001,0.59873,12.95,-17.113,35.05,289.43,0.012947,0.0073931,-0.14696,-0.059622,-0.28492,12
21199,0.0029672,1.75,0.0020776,0.001,0.60887,12.95,-17.103,35.15,289.43,0.014941,0.0096699,-0.11678,-0.038137,-0.31323,12
21200,0.0028148,1.75,0.0019708,0.001,0.6157,12.95,-17.096,35.25,289.43,0.017938,0.014694,-0.07341,-0.011968,-0.276,12
21201,0.0023234,1.75,0.0016264,0.001,0.61704,12.95,-17.095,35.35,289.43,0.020979,0.024355,-0.018302,0.01313,-0.10291,12
21202,0.0015463,1.75,0.0010823,0.001,0.58032,13.05,-17.121,31.95,289.64,0.0092964,0.0071868,0.013113,0.011377,0.061349,12
21203,0.0030376,1.75,0.0021232,0.001,0.58804,13.05,-17.118,32.05,289.55,0.017728,0.013322,0.074095,-0.018991,-0.052052,12
21204,0.0032799,1.75,0.002293,0.001,0.58174,13.05,-17.124,32.15,289.55,0.017961,0.012663,0.13301,-0.037776,-0.036567,12
21205,0.0030655,1.75,0.0021434,0.001,0.56905,13.05,-17.134,32.25,289.6,0.01479,0.009185,0.1688,-0.04086,0.043097,12
21206,0.0026821,1.75,0.0018758,0.001,0.55912,13.05,-17.142,32.35,289.64,0.01178,0.0066584,0.17286,-0.040503,0.11743,12
21207,0.0022996,1.75,0.001609,0.001,0.55566,13.05,-17.145,32.45,289.65,0.0095297,0.0050799,0.15399,-0.036728,0.17426,12
21208,0.0020267,1.75,0.0014182,0.001,0.55705,13.05,-17.143,32.55,289.66,0.0080498,0.0041123,0.12431,-0.030224,0.2097,12
21209,0.0020012,1.75,0.0014005,0.001,0.56167,13.05,-17.139,32.65,289.64,0.0074354,0.0035528,0.092653,-0.021027,0.22604,12
21210,0.002738,1.75,0.0019167,0.001,0.56817,13.05,-17.134,32.75,289.61,0.010223,0.0049078,0.067212,-0.0054527,0.23612,12
21211,0.0048607,1.75,0.0034025,0.001,0.57591,13.05,-17.129,32.85,289.56,0.026342,0.018354,0.058368,0.016333,0.284,12
21212,0.0075984,1.75,0.0053186,0.001,0.58284,13.05,-17.124,32.95,289.53,0.054605,0.050456,0.045099,0.021511,0.37578,12
21213,0.0099499,1.75,0.0069646,0.001,0.59241,13.05,-17.115,33.05,289.52,0.083625,0.090369,0.023889,0.014758,0.46864,12
21214,0.011359,1.75,0.007951,0.001,0.59691,13.05,-17.111,33.15,289.52,0.097746,0.10815,-0.021178,0.00052295,0.50596,12
21215,0.011686,1.75,0.0081798,0.001,0.60035,13.05,-17.107,33.25,289.52,0.1067,0.12526,-0.080628,0.014483,0.54819,12
21216,0.011345,1.75,0.0079414,0.001,0.60213,13.05,-17.105,33.35,289.52,0.10983,0.13671,-0.12514,0.038015,0.57711,12
21217,0.010412,1.75,0.0072891,0.001,0.60132,13.05,-17.106,33.45,289.53,0.10241,0.1295,-0.15801,0.058221,0.55768,12
21218,0.008575,1.75,0.0060035,0.001,0.60132,13.05,-17.105,33.55,289.54,0.081343,0.099193,-0.16669,0.074896,0.4758,12
21219,0.0058191,1.75,0.0040747,0.001,0.59848,13.05,-17.107,33.65,289.55,0.04604,0.046819,-0.16107,0.072646,0.34039,12
21220,0.0031849,1.75,0.0022302,0.001,0.59662,13.05,-17.108,33.75,289.57,0.018276,0.013479,-0.14846,0.060297,0.24369,12
21221,0.0019413,1.75,0.0013591,0.001,0.59309,13.05,-17.112,33.85,289.57,0.0067962,0.0030586,-0.13156,0.039527,0.20781,12
21222,0.0017479,1.75,0.0012238,0.001,0.58863,13.05,-17.116,33.95,289.58,0.0049041,0.0017687,-0.1241,0.021717,0.20948,12
21223,0.0016383,1.75,0.0011472,0.001,0.58353,13.05,-17.121,34.05,289.58,0.0050381,0.0019913,-0.12537,0.0061009,0.21533,12
21224,0.0015721,1.75,0.0011008,0.001,0.57862,13.05,-17.125,34.15,289.59,0.0056515,0.0026113,-0.13201,-0.0084461,0.21431,12
21225,0.0015926,1.75,0.0011151,0.001,0.57429,13.05,-17.129,34.25,289.59,0.0064263,0.003333,-0.14307,-0.022058,0.20352,12
21226,0.0016749,1.75,0.0011727,0.001,0.57086,13.05,-17.133,34.35,289.59,0.0072467,0.0040302,-0.15758,-0.034698,0.18276,12
21227,0.001793,1.75,0.0012554,0.001,0.56869,13.05,-17.135,34.45,289.58,0.0080671,0.0046653,-0.17324,-0.046345,0.15099,12
21228,0.0019316,1.75,0.0013525,0.001,0.56824,13.05,-17.137,34.55,289.56,0.0088655,0.0052302,-0.18722,-0.056565,0.10772,12
21229,0.0020821,1.75,0.0014579,0.001,0.56994,13.05,-17.136,34.65,289.54,0.0096568,0.0057568,-0.19636,-0.064427,0.053308,12
21230,0.0022439,1.75,0.0015712,0.001,0.57437,13.05,-17.133,34.75,289.51,0.010525,0.0063459,-0.19719,-0.068698,-0.010055,12
21231,0.0024463,1.75,0.0017128,0.001,0.58067,13.05,-17.128,34.85,289.49,0.011618,0.0070919,-0.19151,-0.066047,-0.073779,12
21232,0.0026847,1.75,0.0018797,0.001,0.58893,13.05,-17.121,34.95,289.47,0.01301,0.0081039,-0.1799,-0.056858,-0.13157,12
21233,0.0029264,1.75,0.002049,0.001,0.59856,13.05,-17.112,35.05,289.46,0.014583,0.0093409,-0.15987,-0.040895,-0.17713,12
21234,0.003063,1.75,0.0021446,0.001,0.6085,13.05,-17.102,35.15,289.45,0.015992,0.010733,-0.12693,-0.018982,-0.19614,12
21235,0.0028223,1.75,0.0019759,0.001,0.61476,13.05,-17.096,35.25,289.45,0.016023,0.011693,-0.078806,0.0040425,-0.15655,12
21236,0.0017056,1.75,0.0011939,0.001,0.6147,13.05,-17.095,35.35,289.47,0.011309,0.009641,-0.021338,0.017669,-0.02821,12
21237,0.0033366,1.75,0.0023355,0.001,0.57364,13.15,-17.123,31.95,289.73,0.01082,0.0045111,0.010948,0.010565,0.070211,12
21238,0.0016855,1.75,0.0011797,0.001,0.57161,13.15,-17.124,32.05,289.74,0.011045,0.0093062,0.052976,0.01798,0.11849,12
21239,0.001796,1.75,0.0012571,0.001,0.5668,13.15,-17.129,32.15,289.74,0.01254,0.011259,0.090907,0.013191,0.14465,12
21240,0.001915,1.75,0.0013404,0.001,0.56047,13.15,-17.135,32.25,289.74,0.014257,0.013648,0.11103,0.0024954,0.17271,12
21241,0.0020184,1.75,0.0014128,0.001,0.55514,13.15,-17.141,32.35,289.74,0.015839,0.01598,0.11084,-0.0063384,0.19671,12
21242,0.002088,1.75,0.0014615,0.001,0.55374,13.15,-17.142,32.45,289.73,0.01695,0.017693,0.093622,-0.010848,0.21203,12
21243,0.0021088,1.75,0.001476,0.001,0.55593,13.15,-17.141,32.55,289.72,0.017288,0.018223,0.067897,-0.012061,0.21659,12
21244,0.002079,1.75,0.0014552,0.001,0.56067,13.15,-17.137,32.65,289.7,0.016802,0.017461,0.041704,-0.011112,0.21233,12
21245,0.0020422,1.75,0.0014295,0.001,0.56658,13.15,-17.133,32.75,289.67,0.016213,0.01655,0.01763,-0.0082699,0.20392,12
21246,0.0022153,1.75,0.0015507,0.001,0.57444,13.15,-17.127,32.85,289.62,0.019077,0.021122,0.0057992,-0.0042961,0.20177,12
21247,0.0027029,1.75,0.001892,0.001,0.58181,13.15,-17.122,32.95,289.59,0.028402,0.038374,-0.0062272,-0.0034995,0.21253,12
21248,0.0031765,1.75,0.0022235,0.001,0.59012,13.15,-17.115,33.05,289.57,0.039223,0.062274,-0.024198,-0.0019905,0.22812,12
21249,0.0034476,1.75,0.0024132,0.001,0.59493,13.15,-17.11,33.15,289.56,0.046205,0.079621,-0.054968,-0.0039979,0.23377,12
21250,0.0036847,1.75,0.0025791,0.001,0.59885,13.15,-17.106,33.25,289.56,0.052776,0.097195,-0.088436,0.00053374,0.2453,12
21251,0.0038073,1.75,0.002665,0.001,0.60218,13.15,-17.103,33.35,289.56,0.056341,0.1072,-0.11107,0.0066621,0.25545,12
21252,0.003693,1.75,0.0025851,0.001,0.60378,13.15,-17.101,33.45,289.57,0.053003,0.097807,-0.12273,0.012115,0.25091,12
21253,0.0032978,1.75,0.0023085,0.001,0.60436,13.15,-17.1,33.55,289.58,0.042261,0.069629,-0.11699,0.017543,0.22839,12
21254,0.0026141,1.75,0.00183,0.001,0.60126,13.15,-17.103,33.65,289.59,0.026552,0.034674,-0.09918,0.016225,0.19084,12
21255,0.0020253,1.75,0.0014178,0.001,0.59744,13.15,-17.106,33.75,289.6,0.015939,0.016127,-0.07867,0.013657,0.17094,12
21256,0.0018092,1.75,0.0012665,0.001,0.59229,13.15,-17.111,33.85,289.61,0.012718,0.011494,-0.059407,0.0086126,0.17018,12
21257,0.0018524,1.75,0.0012968,0.001,0.58728,13.15,-17.115,33.95,289.62,0.013332,0.012336,-0.049682,0.0032966,0.17756,12
21258,0.0019466,1.75,0.0013627,0.001,0.58227,13.15,-17.119,34.05,289.63,0.014722,0.014315,-0.04624,-0.0021494,0.18388,12
21259,0.0020219,1.75,0.0014153,0.001,0.57771,13.15,-17.124,34.15,289.63,0.015883,0.016041,-0.051841,-0.0067311,0.18896,12
21260,0.0020705,1.75,0.0014494,0.001,0.57359,13.15,-17.128,34.25,289.64,0.016657,0.017229,-0.064862,-0.010523,0.19128,12
21261,0.0020927,1.75,0.001465,0.001,0.57025,13.15,-17.131,34.35,289.64,0.017017,0.017789,-0.083801,-0.013715,0.18864,12
21262,0.0020867,1.75,0.0014607,0.001,0.56809,13.15,-17.133,34.45,289.64,0.016918,0.017634,-0.1064,-0.016453,0.17948,12
21263,0.0020531,1.75,0.0014372,0.001,0.56762,13.15,-17.134,34.55,289.63,0.016378,0.016798,-0.12961,-0.018476,0.16311,12
21264,0.0019955,1.75,0.0013969,0.001,0.56926,13.15,-17.133,34.65,289.62,0.015473,0.015425,-0.14965,-0.019217,0.14018,12
21265,0.0019194,1.75,0.0013436,0.001,0.5732,13.15,-17.129,34.75,289.61,0.014315,0.013727,-0.16287,-0.01796,0.1134,12
21266,0.0018298,1.75,0.0012809,0.001,0.57928,13.15,-17.124,34.85,289.6,0.013011,0.011894,-0.1665,-0.014805,0.087308,12
21267,0.0017294,1.75,0.0012106,0.001,0.58699,13.15,-17.117,34.95,289.59,0.011623,0.010043,-0.15829,-0.0087617,0.065968,12
21268,0.001621,1.75,0.0011348,0.001,0.59494,13.15,-17.109,35.05,289.58,0.010212,0.008271,-0.13746,0.00056519,0.050721,12
21269,0.0015167,1.75,0.0010618,0.001,0.60172,13.15,-17.103,35.15,289.58,0.0089405,0.0067755,-0.10498,0.011664,0.042445,12
21270,0.0014483,1.75,0.0010138,0.001,0.60609,13.15,-17.098,35.25,289.58,0.008152,0.0058993,-0.062604,0.01856,0.038416,12
21271,0.0029232,1.75,0.0020463,0.001,0.60738,13.15,-17.097,35.35,289.58,0.0083029,0.0030321,-0.015861,0.014953,0.041719,12
21272,0.0019109,1.85,0.001337,0.001,0.6653,9.15,-18.016,31.95,290.21,0.0035589,0.00085259,-0.0074495,0.0084059,-0.017654,12
21273,0.0011173,1.85,0.00078173,0.001,0.66518,9.15,-18.016,32.05,290.21,0.0048637,0.0027234,-0.020322,0.0076849,-0.061348,12
21274,0.0013391,1.85,0.000937,0.001,0.6655,9.15,-18.015,32.15,290.22,0.006983,0.0046837,-0.015144,-0.0036728,-0.096325,12
21275,0.0015015,1.85,0.0010507,0.001,0.66493,9.15,-18.014,32.25,290.25,0.0087752,0.0065958,0.017053,-0.016619,-0.11839,12
21276,0.0015793,1.85,0.0011052,0.001,0.66363,9.15,-18.014,32.35,290.27,0.0097063,0.0076723,0.055232,-0.020054,-0.12039,12
21277,0.0016525,1.85,0.0011564,0.001,0.65928,9.15,-18.017,32.45,290.3,0.010624,0.0087852,0.09681,-0.020789,-0.1129,12
21278,0.0017352,1.85,0.0012143,0.001,0.6527,9.15,-18.023,32.55,290.32,0.011714,0.010169,0.14236,-0.017449,-0.097415,12
21279,0.0018294,1.85,0.0012803,0.001,0.64174,9.15,-18.034,32.65,290.33,0.01302,0.011916,0.16822,-0.0041176,-0.0755,12
21280,0.0018878,1.85,0.0013212,0.001,0.63628,9.15,-18.038,32.75,290.33,0.013863,0.013092,0.17021,0.0015045,-0.053975,12
21281,0.0019009,1.85,0.0013304,0.001,0.63253,9.15,-18.042,32.85,290.34,0.014059,0.013372,0.16549,0.0040683,-0.034066,12
21282,0.0018777,1.85,0.001314,0.001,0.62974,9.15,-18.045,32.95,290.34,0.013715,0.012883,0.15757,0.0047507,-0.015795,12
21283,0.001828,1.85,0.0012792,0.001,0.62769,9.15,-18.047,33.05,290.34,0.012996,0.011883,0.14827,0.0043465,0.00080396,12
21284,0.0017627,1.85,0.0012337,0.001,0.62611,9.15,-18.048,33.15,290.34,0.012085,0.010655,0.13886,0.0035431,0.015778,12
21285,0.0016912,1.85,0.0011836,0.001,0.62492,9.15,-18.049,33.25,290.34,0.011124,0.0094096,0.12967,0.0027099,0.029158,12
21286,0.0016195,1.85,0.0011335,0.001,0.62408,9.15,-18.051,33.35,290.34,0.010203,0.0082654,0.12067,0.001997,0.040962,12
21287,0.001551,1.85,0.0010855,0.001,0.62358,9.15,-18.051,33.45,290.33,0.0093611,0.0072653,0.11172,0.0014545,0.05118,12
21288,0.0014867,1.85,0.0010404,0.001,0.62342,9.15,-18.052,33.55,290.32,0.0086002,0.0063984,0.10264,0.0010778,0.059796,12
21289,0.0014255,1.85,0.00099751,0.001,0.62358,9.15,-18.052,33.65,290.32,0.0079056,0.0056389,0.093304,0.00083566,0.066802,12
21290,0.0013653,1.85,0.00095548,0.001,0.62403,9.15,-18.052,33.75,290.31,0.0072525,0.0049544,0.083634,0.00068375,0.07219,12
21291,0.0013042,1.85,0.00091275,0.001,0.62474,9.15,-18.052,33.85,290.3,0.0066182,0.0043189,0.073643,0.00058875,0.075967,12
21292,0.0012402,1.85,0.00086793,0.001,0.62567,9.15,-18.052,33.95,290.29,0.0059872,0.0037171,0.063417,0.00052024,0.078154,12
21293,0.0011725,1.85,0.00082037,0.001,0.62679,9.15,-18.051,34.05,290.28,0.0053497,0.0031397,0.053129,0.0004319,0.078775,12
21294,0.0011001,1.85,0.00076974,0.001,0.62805,9.15,-18.05,34.15,290.27,0.0047087,0.0025923,0.04301,0.00024791,0.077887,12
21295,0.0010227,1.85,0.00071574,0.001,0.62938,9.15,-18.049,34.25,290.27,0.0040703,0.0020833,0.033435,-0.00018344,0.075541,12
21296,0.00094087,1.85,0.00065847,0.001,0.63074,9.15,-18.048,34.35,290.26,0.003445,0.0016221,0.024832,-0.0010051,0.071857,12
21297,0.00085562,1.85,0.00059867,0.001,0.63211,9.15,-18.047,34.45,290.25,0.0028494,0.0012206,0.017957,-0.0024463,0.066675,12
21298,0.00076998,1.85,0.00053865,0.001,0.63342,9.15,-18.046,34.55,290.25,0.0023063,0.00088876,0.013122,-0.0048852,0.060353,12
21299,0.000688,1.85,0.00048134,0.001,0.63479,9.15,-18.045,34.65,290.24,0.0018413,0.00063393,0.013183,-0.0089883,0.052137,12
21300,0.00063548,1.85,0.0004446,0.001,0.63591,9.15,-18.044,34.75,290.23,0.0015712,0.0004997,0.019035,-0.010401,0.044406,12
21301,0.0006097,1.85,0.00042655,0.001,0.63653,9.15,-18.044,34.85,290.23,0.0014464,0.00044142,0.026327,-0.0084497,0.039122,12
21302,0.00059203,1.85,0.0004142,0.001,0.6367,9.15,-18.044,34.95,290.22,0.001364,0.00040424,0.030959,-0.0052291,0.037381,12
21303,0.00056951,1.85,0.00039841,0.001,0.63671,9.15,-18.045,35.05,290.21,0.0012619,0.00035974,0.029958,-0.0021677,0.038557,12
21304,0.00053542,1.85,0.00037461,0.001,0.63695,9.15,-18.045,35.15,290.21,0.0011156,0.000299,0.023659,3.6715e-05,0.041148,12
21305,0.00048292,1.85,0.00033786,0.001,0.63743,9.15,-18.045,35.25,290.2,0.00090809,0.00021967,0.010549,-0.0008241,0.041536,12
21306,0.0009734,1.85,0.00068071,0.001,0.63794,9.15,-18.044,35.35,290.2,0.00092339,0.00011273,-0.0001192,-0.0045169,0.026877,12
21307,0.00093419,1.85,0.00065343,0.001,0.66491,9.25,-18.017,31.95,290.2,0.0034011,0.0015933,-0.0070005,0.027872,-0.03569,12
21308,0.0023916,1.85,0.0016703,0.001,0.66512,9.25,-18.017,32.05,290.2,0.0052791,0.0015017,-0.011935,0.013934,-0.096351,12
21309,0.0034727,1.85,0.0024281,0.001,0.66495,9.25,-18.017,32.15,290.2,0.0071929,0.0019177,0.007006,-0.020289,-0.14161,12
21310,0.0038792,1.85,0.0027132,0.001,0.66366,9.25,-18.017,32.25,290.23,0.008176,0.0022174,0.033424,-0.043298,-0.15826,12
21311,0.0040466,1.85,0.0028306,0.001,0.66109,9.25,-18.017,32.35,290.26,0.0088293,0.0024786,0.066708,-0.053923,-0.15797,12
21312,0.0038323,1.85,0.0026808,0.001,0.65581,9.25,-18.021,32.45,290.3,0.0091252,0.0027956,0.10229,-0.058953,-0.14562,12
21313,0.0029692,1.85,0.0020771,0.001,0.64897,9.25,-18.027,32.55,290.32,0.0087058,0.003284,0.14706,-0.053486,-0.12145,12
21314,0.0024434,1.85,0.0017091,0.001,0.63687,9.25,-18.038,32.65,290.33,0.008098,0.0034532,0.17978,-0.011155,-0.096594,12
21315,0.0021959,1.85,0.0015358,0.001,0.6336,9.25,-18.041,32.75,290.34,0.0074445,0.0032477,0.18697,0.0032151,-0.074406,12
21316,0.0019887,1.85,0.0013909,0.001,0.63076,9.25,-18.043,32.85,290.35,0.0069335,0.0031108,0.19214,0.0098252,-0.053488,12
21317,0.0018174,1.85,0.0012709,0.001,0.62859,9.25,-18.045,32.95,290.35,0.0064601,0.0029554,0.19352,0.012375,-0.033509,12
21318,0.0016833,1.85,0.001177,0.001,0.62695,9.25,-18.047,33.05,290.35,0.0059789,0.0027335,0.19262,0.012287,-0.01473,12
21319,0.0015773,1.85,0.0011028,0.001,0.62558,9.25,-18.048,33.15,290.35,0.005498,0.0024669,0.19054,0.01096,0.0028417,12
21320,0.00149,1.85,0.0010417,0.001,0.62447,9.25,-18.05,33.25,290.35,0.0050327,0.0021883,0.18747,0.0091924,0.019183,12
21321,0.0014157,1.85,0.00098959,0.001,0.62366,9.25,-18.051,33.35,290.34,0.0045999,0.0019243,0.18342,0.0073722,0.034257,12
21322,0.00135,1.85,0.00094367,0.001,0.62314,9.25,-18.051,33.45,290.34,0.0042092,0.0016897,0.17841,0.0056931,0.047998,12
21323,0.0012915,1.85,0.00090261,0.001,0.62295,9.25,-18.052,33.55,290.33,0.0038586,0.0014846,0.17238,0.0042432,0.06032,12
21324,0.0012379,1.85,0.00086509,0.001,0.62307,9.25,-18.052,33.65,290.32,0.0035459,0.0013081,0.16532,0.0030575,0.071144,12
21325,0.001188,1.85,0.00083015,0.001,0.62349,9.25,-18.052,33.75,290.32,0.0032644,0.0011553,0.15721,0.0021385,0.080361,12
21326,0.0011405,1.85,0.00079689,0.001,0.62417,9.25,-18.052,33.85,290.31,0.0030081,0.0010219,0.14806,0.0014422,0.08786,12
21327,0.0010951,1.85,0.00076514,0.001,0.62508,9.25,-18.052,33.95,290.3,0.0027677,0.00090103,0.13803,0.00091078,0.093559,12
21328,0.0010526,1.85,0.00073528,0.001,0.6262,9.25,-18.051,34.05,290.29,0.0025338,0.00078585,0.12731,0.00049143,0.097391,12
21329,0.0010119,1.85,0.00070677,0.001,0.62748,9.25,-18.05,34.15,290.28,0.002304,0.00067599,0.11609,0.00011601,0.099309,12
21330,0.00097236,1.85,0.00067903,0.001,0.62888,9.25,-18.049,34.25,290.27,0.0020778,0.00057221,0.1046,-0.00032084,0.099232,12
21331,0.0009331,1.85,0.00065147,0.001,0.63036,9.25,-18.048,34.35,290.27,0.0018579,0.00047687,0.092831,-0.00087779,0.097075,12
21332,0.00089401,1.85,0.00062423,0.001,0.63191,9.25,-18.047,34.45,290.26,0.0016475,0.00039133,0.080994,-0.0017223,0.092529,12
21333,0.00086062,1.85,0.00060073,0.001,0.63353,9.25,-18.046,34.55,290.25,0.0014512,0.00031551,0.068778,-0.0027355,0.085131,12
21334,0.00087635,1.85,0.00061145,0.001,0.63561,9.25,-18.044,34.65,290.24,0.0013162,0.00025498,0.057641,-0.0054785,0.071699,12
21335,0.0010882,1.85,0.00075951,0.001,0.63724,9.25,-18.044,34.75,290.22,0.0013975,0.00023141,0.053298,-0.0068651,0.056029,12
21336,0.0013523,1.85,0.00094474,0.001,0.63796,9.25,-18.044,34.85,290.21,0.0015156,0.00021882,0.055314,-0.0055173,0.044888,12
21337,0.0014735,1.85,0.0010309,0.001,0.638,9.25,-18.044,34.95,290.2,0.0014986,0.00019605,0.058886,-0.0015945,0.041275,12
21338,0.0014546,1.85,0.001018,0.001,0.63781,9.25,-18.045,35.05,290.2,0.0013854,0.00016969,0.058793,0.0041156,0.042888,12
21339,0.0012926,1.85,0.00090443,0.001,0.63772,9.25,-18.045,35.15,290.19,0.0012137,0.00014658,0.051842,0.0098445,0.047451,12
21340,0.0010757,1.85,0.00075217,0.001,0.63793,9.25,-18.044,35.25,290.2,0.0010353,0.00012824,0.036458,0.012307,0.051948,12
21341,0.00050593,1.85,0.00035378,0.001,0.63867,9.25,-18.044,35.35,290.2,0.00099649,0.00025261,0.015642,0.0066479,0.048393,12
21342,0.00099643,1.85,0.00069696,0.001,0.66442,9.35,-18.018,31.95,290.19,0.0038676,0.0019316,-0.0053249,0.040289,-0.042652,12
21343,0.0032964,1.85,0.0023041,0.001,0.66532,9.35,-18.018,32.05,290.17,0.0064585,0.0016293,-0.0031456,0.0096863,-0.11393,12
21344,0.0043729,1.85,0.003059,0.001,0.66473,9.35,-18.018,32.15,290.18,0.0078923,0.0018326,0.015012,-0.035013,-0.15632,12
21345,0.0048837,1.85,0.0034168,0.001,0.66272,9.35,-18.019,32.25,290.21,0.008547,0.0019242,0.034842,-0.064623,-0.17107,12
