31.9 	9.1 	1.7 	-0.00606637 	0.00731476 	-0.0123912
32 	9.1 	1.7 	-0.00606637 	0.00731476 	-0.0123912
32.1 	9.1 	1.7 	-0.0162585 	0.007721 	-0.0535137
32.2 	9.1 	1.7 	-0.0118274 	-0.00185955 	-0.0881865
32.3 	9.1 	1.7 	0.0173329 	-0.0134611 	-0.111426
32.4 	9.1 	1.7 	0.0916451 	-0.0179909 	-0.1081
32.5 	9.1 	1.7 	0.0916451 	-0.0179909 	-0.1081
32.6 	9.1 	1.7 	0.134414 	-0.0152588 	-0.0934136
32.7 	9.1 	1.7 	0.159035 	-0.00330706 	-0.0722885
32.8 	9.1 	1.7 	0.161792 	0.0015842 	-0.0516517
32.9 	9.1 	1.7 	0.151854 	0.00427953 	-0.0153075
33 	9.1 	1.7 	0.151854 	0.00427953 	-0.0153075
33.1 	9.1 	1.7 	0.143976 	0.00387665 	0.000282156
33.2 	9.1 	1.7 	0.135863 	0.00314313 	0.0141838
33.3 	9.1 	1.7 	0.127804 	0.00240694 	0.0264375
33.4 	9.1 	1.7 	0.111734 	0.00132184 	0.0461613
33.5 	9.1 	1.7 	0.111734 	0.00132184 	0.0461613
33.6 	9.1 	1.7 	0.103484 	0.000999997 	0.0536946
33.7 	9.1 	1.7 	0.0949556 	0.000790009 	0.0597277
33.8 	9.1 	1.7 	0.0861202 	0.000654059 	0.0642978
33.9 	9.1 	1.7 	0.0677328 	0.000500671 	0.0692331
34 	9.1 	1.7 	0.0677328 	0.000500671 	0.0692331
34.1 	9.1 	1.7 	0.0584407 	0.000424908 	0.0696937
34.2 	9.1 	1.7 	0.049344 	0.000298335 	0.0688893
34.3 	9.1 	1.7 	0.0407005 	2.79251e-05 	0.0668677
34.4 	9.1 	1.7 	0.0264197 	-0.001384 	0.0593392
34.5 	9.1 	1.7 	0.0264197 	-0.001384 	0.0593392
34.6 	9.1 	1.7 	0.0215975 	-0.00278987 	0.0539905
34.7 	9.1 	1.7 	0.019909 	-0.00527568 	0.0473633
34.8 	9.1 	1.7 	0.0224829 	-0.00695516 	0.0413158
34.9 	9.1 	1.7 	0.0282428 	-0.00400544 	0.0349977
35 	9.1 	1.7 	0.0282428 	-0.00400544 	0.0349977
35.1 	9.1 	1.7 	0.0259059 	-0.00197417 	0.0351469
35.2 	9.1 	1.7 	0.0195455 	-0.000666949 	0.0360113
35.3 	9.1 	1.7 	0.00734651 	-0.00243167 	0.034432
31.9 	9.2 	1.7 	-0.00606637 	0.00731476 	-0.0123912
32 	9.2 	1.7 	-0.00606637 	0.00731476 	-0.0123912
32.1 	9.2 	1.7 	-0.0162585 	0.007721 	-0.0535137
32.2 	9.2 	1.7 	-0.0118274 	-0.00185955 	-0.0881865
32.3 	9.2 	1.7 	0.0173329 	-0.0134611 	-0.111426
32.4 	9.2 	1.7 	0.0916451 	-0.0179909 	-0.1081
32.5 	9.2 	1.7 	0.0916451 	-0.0179909 	-0.1081
32.6 	9.2 	1.7 	0.134414 	-0.0152588 	-0.0934136
32.7 	9.2 	1.7 	0.159035 	-0.00330706 	-0.0722885
32.8 	9.2 	1.7 	0.161792 	0.0015842 	-0.0516517
32.9 	9.2 	1.7 	0.151854 	0.00427953 	-0.0153075
33 	9.2 	1.7 	0.151854 	0.00427953 	-0.0153075
33.1 	9.2 	1.7 	0.143976 	0.00387665 	0.000282156
33.2 	9.2 	1.7 	0.135863 	0.00314313 	0.0141838
33.3 	9.2 	1.7 	0.127804 	0.00240694 	0.0264375
33.4 	9.2 	1.7 	0.111734 	0.00132184 	0.0461613
33.5 	9.2 	1.7 	0.111734 	0.00132184 	0.0461613
33.6 	9.2 	1.7 	0.103484 	0.000999997 	0.0536946
33.7 	9.2 	1.7 	0.0949556 	0.000790009 	0.0597277
33.8 	9.2 	1.7 	0.0861202 	0.000654059 	0.0642978
33.9 	9.2 	1.7 	0.0677328 	0.000500671 	0.0692331
34 	9.2 	1.7 	0.0677328 	0.000500671 	0.0692331
34.1 	9.2 	1.7 	0.0584407 	0.000424908 	0.0696937
34.2 	9.2 	1.7 	0.049344 	0.000298335 	0.0688893
34.3 	9.2 	1.7 	0.0407005 	2.79251e-05 	0.0668677
34.4 	9.2 	1.7 	0.0264197 	-0.001384 	0.0593392
34.5 	9.2 	1.7 	0.0264197 	-0.001384 	0.0593392
34.6 	9.2 	1.7 	0.0215975 	-0.00278987 	0.0539905
34.7 	9.2 	1.7 	0.019909 	-0.00527568 	0.0473633
34.8 	9.2 	1.7 	0.0224829 	-0.00695516 	0.0413158
34.9 	9.2 	1.7 	0.0282428 	-0.00400544 	0.0349977
35 	9.2 	1.7 	0.0282428 	-0.00400544 	0.0349977
