31.9 	9.1 	1.7 	0 	0 	0
32 	9.1 	1.7 	0 	0 	0
32.1 	9.1 	1.7 	0 	0 	0
32.2 	9.1 	1.7 	0 	0 	0
32.3 	9.1 	1.7 	0 	0 	0
32.4 	9.1 	1.7 	0 	0 	0
32.5 	9.1 	1.7 	0 	0 	0
32.6 	9.1 	1.7 	0 	0 	0
32.7 	9.1 	1.7 	0 	0 	0
32.8 	9.1 	1.7 	0 	0 	0
32.9 	9.1 	1.7 	0 	0 	0
33 	9.1 	1.7 	0 	0 	0
33.1 	9.1 	1.7 	0 	0 	0
33.2 	9.1 	1.7 	0 	0 	0
33.3 	9.1 	1.7 	0 	0 	0
33.4 	9.1 	1.7 	0 	0 	0
33.5 	9.1 	1.7 	0 	0 	0
33.6 	9.1 	1.7 	0 	0 	0
33.7 	9.1 	1.7 	0 	0 	0
33.8 	9.1 	1.7 	0 	0 	0
33.9 	9.1 	1.7 	0 	0 	0
34 	9.1 	1.7 	0 	0 	0
34.1 	9.1 	1.7 	0 	0 	0
34.2 	9.1 	1.7 	0 	0 	0
34.3 	9.1 	1.7 	0 	0 	0
34.4 	9.1 	1.7 	0 	0 	0
34.5 	9.1 	1.7 	0 	0 	0
34.6 	9.1 	1.7 	0 	0 	0
34.7 	9.1 	1.7 	0 	0 	0
34.8 	9.1 	1.7 	0 	0 	0
34.9 	9.1 	1.7 	0 	0 	0
35 	9.1 	1.7 	0 	0 	0
35.1 	9.1 	1.7 	0 	0 	0
35.2 	9.1 	1.7 	0 	0 	0
35.3 	9.1 	1.7 	0 	0 	0
31.9 	9.2 	1.7 	0 	0 	0
32 	9.2 	1.7 	0 	0 	0
32.1 	9.2 	1.7 	0 	0 	0
32.2 	9.2 	1.7 	0 	0 	0
32.3 	9.2 	1.7 	0 	0 	0
32.4 	9.2 	1.7 	0 	0 	0
32.5 	9.2 	1.7 	0 	0 	0
32.6 	9.2 	1.7 	0 	0 	0
32.7 	9.2 	1.7 	0 	0 	0
32.8 	9.2 	1.7 	0 	0 	0
32.9 	9.2 	1.7 	0 	0 	0
33 	9.2 	1.7 	0 	0 	0
33.1 	9.2 	1.7 	0 	0 	0
33.2 	9.2 	1.7 	0 	0 	0
33.3 	9.2 	1.7 	0 	0 	0
33.4 	9.2 	1.7 	0 	0 	0
33.5 	9.2 	1.7 	0 	0 	0
33.6 	9.2 	1.7 	0 	0 	0
33.7 	9.2 	1.7 	0 	0 	0
33.8 	9.2 	1.7 	0 	0 	0
33.9 	9.2 	1.7 	0 	0 	0
34 	9.2 	1.7 	0 	0 	0
34.1 	9.2 	1.7 	0 	0 	0
34.2 	9.2 	1.7 	0 	0 	0
34.3 	9.2 	1.7 	0 	0 	0
34.4 	9.2 	1.7 	0 	0 	0
34.5 	9.2 	1.7 	0 	0 	0
34.6 	9.2 	1.7 	0 	0 	0
34.7 	9.2 	1.7 	0 	0 	0
34.8 	9.2 	1.7 	0 	0 	0
34.9 	9.2 	1.7 	0 	0 	0
35 	9.2 	1.7 	0 	0 	0
35.1 	9.2 	1.7 	0 	0 	0
35.2 	9.2 	1.7 	0 	0 	0
35.3 	9.2 	1.7 	0 	0 	0
31.9 	9.3 	1.7 	0 	0 	0
32 	9.3 	1.7 	0 	0 	0
32.1 	9.3 	1.7 	0 	0 	0
32.2 	9.3 	1.7 	0 	0 	0
32.3 	9.3 	1.7 	0 	0 	0
32.4 	9.3 	1.7 	0 	0 	0
32.5 	9.3 	1.7 	0 	0 	0
32.6 	9.3 	1.7 	0 	0 	0
32.7 	9.3 	1.7 	0 	0 	0
32.8 	9.3 	1.7 	0 	0 	0
32.9 	9.3 	1.7 	0 	0 	0
33 	9.3 	1.7 	0 	0 	0
33.1 	9.3 	1.7 	0 	0 	0
33.2 	9.3 	1.7 	0 	0 	0
33.3 	9.3 	1.7 	0 	0 	0
33.4 	9.3 	1.7 	0 	0 	0
33.5 	9.3 	1.7 	0 	0 	0
33.6 	9.3 	1.7 	0 	0 	0
33.7 	9.3 	1.7 	0 	0 	0
33.8 	9.3 	1.7 	0 	0 	0
33.9 	9.3 	1.7 	0 	0 	0
34 	9.3 	1.7 	0 	0 	0
34.1 	9.3 	1.7 	0 	0 	0
34.2 	9.3 	1.7 	0 	0 	0
34.3 	9.3 	1.7 	0 	0 	0
34.4 	9.3 	1.7 	0 	0 	0
34.5 	9.3 	1.7 	0 	0 	0
34.6 	9.3 	1.7 	0 	0 	0
34.7 	9.3 	1.7 	0 	0 	0
34.8 	9.3 	1.7 	0 	0 	0
34.9 	9.3 	1.7 	0 	0 	0
35 	9.3 	1.7 	0 	0 	0
35.1 	9.3 	1.7 	0 	0 	0
35.2 	9.3 	1.7 	0 	0 	0
35.3 	9.3 	1.7 	0 	0 	0
31.9 	9.4 	1.7 	0 	0 	0
32 	9.4 	1.7 	0 	0 	0
32.1 	9.4 	1.7 	0 	0 	0
32.2 	9.4 	1.7 	0 	0 	0
32.3 	9.4 	1.7 	0 	0 	0
32.4 	9.4 	1.7 	0 	0 	0
32.5 	9.4 	1.7 	0 	0 	0
32.6 	9.4 	1.7 	0 	0 	0
32.7 	9.4 	1.7 	0 	0 	0
32.8 	9.4 	1.7 	0 	0 	0
32.9 	9.4 	1.7 	0 	0 	0
33 	9.4 	1.7 	0 	0 	0
33.1 	9.4 	1.7 	0 	0 	0
33.2 	9.4 	1.7 	0 	0 	0
33.3 	9.4 	1.7 	0 	0 	0
33.4 	9.4 	1.7 	0 	0 	0
33.5 	9.4 	1.7 	0 	0 	0
33.6 	9.4 	1.7 	0 	0 	0
33.7 	9.4 	1.7 	0 	0 	0
33.8 	9.4 	1.7 	0 	0 	0
